Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous
1,HOLIDAY,5,0.0000,0.0000,0.2075,0.0202,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
1,HOLIDAY,6,0.0000,0.0000,0.2075,0.0202,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
1,HOLIDAY,7,0.0000,0.0000,0.2075,0.0202,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
1,HOLIDAY,8,0.0000,0.0000,0.1740,0.0202,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
1,HOLIDAY,9,0.0000,0.0000,0.1405,0.0202,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
1,HOLIDAY,10,0.0000,0.0000,0.1308,0.0202,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
1,HOLIDAY,11,0.0000,0.0000,0.0053,0.0202,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
1,HOLIDAY,12,0.0000,0.0000,0.0000,0.0202,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
1,HOLIDAY,13,0.0000,0.0000,0.0000,0.0202,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
1,HOLIDAY,14,0.0000,0.0000,0.0053,0.0202,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
1,HOLIDAY,15,0.0000,0.0000,0.0127,0.0202,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
1,HOLIDAY,16,0.0000,0.0000,0.0707,0.0202,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
1,HOLIDAY,17,0.0000,0.0000,0.0781,0.0202,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
1,HOLIDAY,18,0.0000,0.0000,0.1357,0.0202,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
1,HOLIDAY,19,0.0000,0.0000,0.1357,0.0202,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
1,HOLIDAY,20,0.0000,0.0000,0.1357,0.0202,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
1,HOLIDAY,21,0.0000,0.0000,0.1740,0.0202,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
1,HOLIDAY,22,0.0000,0.0000,0.1740,0.0202,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
1,HOLIDAY,23,0.0000,0.0000,0.1740,0.0202,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,WEEKDAY,0,0.0000,0.0000,0.1170,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,WEEKDAY,1,0.0000,0.0000,0.1183,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,WEEKDAY,2,0.0000,0.0000,0.1309,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,WEEKDAY,3,0.0000,0.0000,0.1364,0.0210,0.0046,0.0341,0.1065,0.1590,0.0031,0.0189
2,WEEKDAY,4,0.0000,0.0000,0.1369,0.0210,0.0046,0.0341,0.1065,0.1636,0.0031,0.0190
2,WEEKDAY,5,0.0000,0.0000,0.1450,0.0237,0.0047,0.0342,0.1065,0.1874,0.0036,0.0199
2,WEEKDAY,6,0.0000,0.0000,0.1081,0.0399,0.0364,0.0349,0.1065,0.3165,0.0065,0.0486
2,WEEKDAY,7,0.3219,0.0000,0.2349,0.0700,0.1101,0.0367,0.0000,0.5156,0.0161,0.1121
2,WEEKDAY,8,0.2483,0.0056,0.3438,0.1155,0.1584,0.0389,0.0000,0.7347,0.0370,0.1974
2,WEEKDAY,9,0.1467,0.0274,0.3513,0.1657,0.1693,0.0409,0.0000,0.8508,0.0677,0.2767
2,WEEKDAY,10,0.0681,0.0544,0.3522,0.1607,0.1692,0.0413,0.0000,0.8804,0.0756,0.3239
2,WEEKDAY,11,0.0392,0.0744,0.3476,0.1710,0.1691,0.0413,0.0000,0.8805,0.0747,0.3294
2,WEEKDAY,12,0.0273,0.0869,0.3398,0.1659,0.1657,0.0410,0.0000,0.8708,0.0729,0.3197
2,WEEKDAY,13,0.0275,0.1019,0.3381,0.1410,0.1608,0.0402,0.0000,0.8243,0.0603,0.2833
2,WEEKDAY,14,0.0244,0.0876,0.3318,0.0994,0.1483,0.0392,0.0000,0.7279,0.0400,0.2187
2,WEEKDAY,15,0.0302,0.0570,0.2995,0.0532,0.1232,0.0373,0.0000,0.5914,0.0245,0.1590
2,WEEKDAY,16,0.0496,0.0018,0.1789,0.0353,0.0814,0.0358,0.0000,0.4541,0.0123,0.1041
2,WEEKDAY,17,0.0551,0.0000,0.0442,0.0266,0.0275,0.0348,0.0000,0.3574,0.0057,0.0510
2,WEEKDAY,18,0.0000,0.0000,0.0036,0.0217,0.0047,0.0342,0.1065,0.2633,0.0036,0.0248
2,WEEKDAY,19,0.0000,0.0000,0.0151,0.0210,0.0046,0.0341,0.1065,0.2076,0.0031,0.0197
2,WEEKDAY,20,0.0000,0.0000,0.0368,0.0210,0.0046,0.0341,0.1065,0.1703,0.0031,0.0189
2,WEEKDAY,21,0.0000,0.0000,0.0696,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,WEEKDAY,22,0.0000,0.0000,0.0848,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,WEEKDAY,23,0.0000,0.0000,0.1085,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,0,0.0000,0.0000,0.1357,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,1,0.0000,0.0000,0.1357,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,2,0.0000,0.0000,0.1357,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,3,0.0000,0.0000,0.1381,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,4,0.0000,0.0000,0.1381,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,5,0.0000,0.0000,0.1405,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,6,0.0000,0.0000,0.1573,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,7,0.0000,0.0000,0.1381,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,8,0.0000,0.0000,0.0654,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,9,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,10,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,11,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,12,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,13,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,14,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,15,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,16,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,17,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SATURDAY,18,0.0000,0.0000,0.0090,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,19,0.0000,0.0000,0.0406,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,20,0.0000,0.0000,0.0505,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,21,0.0000,0.0000,0.1069,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,22,0.0000,0.0000,0.1332,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SATURDAY,23,0.0000,0.0000,0.1332,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,0,0.0000,0.0000,0.1357,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,1,0.0000,0.0000,0.1357,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,2,0.0000,0.0000,0.1357,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,3,0.0000,0.0000,0.1357,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,4,0.0000,0.0000,0.1405,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,5,0.0000,0.0000,0.1405,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,6,0.0000,0.0000,0.1573,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,7,0.0000,0.0000,0.1357,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,8,0.0000,0.0000,0.0378,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,9,0.0000,0.0000,0.0351,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,10,0.0000,0.0000,0.0327,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,11,0.0000,0.0000,0.0026,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,12,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,13,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,14,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,15,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,16,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,17,0.0000,0.0000,0.0064,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,SUNDAY,18,0.0000,0.0000,0.0327,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,19,0.0000,0.0000,0.0391,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,20,0.0000,0.0000,0.0731,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,21,0.0000,0.0000,0.0768,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,22,0.0000,0.0000,0.0806,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,SUNDAY,23,0.0000,0.0000,0.1093,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,0,0.0000,0.0000,0.1405,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,1,0.0000,0.0000,0.1405,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,2,0.0000,0.0000,0.2075,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,3,0.0000,0.0000,0.2075,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,4,0.0000,0.0000,0.2075,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,5,0.0000,0.0000,0.2075,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,6,0.0000,0.0000,0.2075,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,7,0.0000,0.0000,0.2075,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,8,0.0000,0.0000,0.0105,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,9,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,10,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,11,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,12,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,13,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,14,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,15,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,16,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,17,0.0000,0.0000,0.0000,0.0210,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
2,HOLIDAY,18,0.0000,0.0000,0.0105,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,19,0.0000,0.0000,0.1308,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,20,0.0000,0.0000,0.1308,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,21,0.0000,0.0000,0.1308,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,22,0.0000,0.0000,0.1308,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
2,HOLIDAY,23,0.0000,0.0000,0.1405,0.0210,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,WEEKDAY,0,0.0000,0.0000,0.0530,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,WEEKDAY,1,0.0000,0.0000,0.0764,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,WEEKDAY,2,0.0000,0.0000,0.0783,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,WEEKDAY,3,0.0000,0.0000,0.0844,0.0206,0.0046,0.0341,0.1065,0.1590,0.0031,0.0189
3,WEEKDAY,4,0.0000,0.0000,0.1014,0.0206,0.0046,0.0341,0.1065,0.1636,0.0031,0.0190
3,WEEKDAY,5,0.0000,0.0000,0.1176,0.0233,0.0047,0.0342,0.1065,0.1874,0.0036,0.0199
3,WEEKDAY,6,0.0000,0.0000,0.0578,0.0392,0.0364,0.0349,0.0000,0.3165,0.0065,0.0486
3,WEEKDAY,7,0.2553,0.0022,0.2029,0.0686,0.1101,0.0367,0.0000,0.5156,0.0161,0.1121
3,WEEKDAY,8,0.1675,0.0329,0.3491,0.1133,0.1584,0.0389,0.0000,0.7347,0.0370,0.1974
3,WEEKDAY,9,0.0750,0.0902,0.3622,0.1626,0.1693,0.0409,0.0000,0.8508,0.0677,0.2767
3,WEEKDAY,10,0.0258,0.1352,0.3634,0.1577,0.1692,0.0413,0.0000,0.8804,0.0756,0.3239
3,WEEKDAY,11,0.0127,0.1869,0.3580,0.1678,0.1691,0.0413,0.0000,0.8805,0.0747,0.3294
3,WEEKDAY,12,0.0088,0.2415,0.3522,0.1628,0.1657,0.0410,0.0000,0.8708,0.0729,0.3197
3,WEEKDAY,13,0.0038,0.2849,0.3464,0.1384,0.1608,0.0402,0.0000,0.8243,0.0603,0.2833
3,WEEKDAY,14,0.0049,0.2556,0.3391,0.0975,0.1483,0.0392,0.0000,0.7279,0.0400,0.2187
3,WEEKDAY,15,0.0061,0.2087,0.3246,0.0522,0.1232,0.0373,0.0000,0.5914,0.0245,0.1590
3,WEEKDAY,16,0.0071,0.0372,0.1789,0.0347,0.0814,0.0358,0.0000,0.4541,0.0123,0.1041
3,WEEKDAY,17,0.0000,0.0048,0.0179,0.0261,0.0275,0.0348,0.0000,0.3580,0.0057,0.0510
3,WEEKDAY,18,0.0000,0.0000,0.0005,0.0213,0.0047,0.0342,0.1065,0.2639,0.0036,0.0248
3,WEEKDAY,19,0.0000,0.0000,0.0010,0.0206,0.0046,0.0341,0.1065,0.2089,0.0031,0.0197
3,WEEKDAY,20,0.0000,0.0000,0.0055,0.0206,0.0046,0.0341,0.1065,0.1715,0.0031,0.0189
3,WEEKDAY,21,0.0000,0.0000,0.0082,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,WEEKDAY,22,0.0000,0.0000,0.0293,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,WEEKDAY,23,0.0000,0.0000,0.0417,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,SATURDAY,0,0.0000,0.0000,0.0616,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,SATURDAY,1,0.0000,0.0000,0.0857,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,SATURDAY,2,0.0000,0.0000,0.0857,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,SATURDAY,3,0.0000,0.0000,0.0857,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,SATURDAY,4,0.0000,0.0000,0.1067,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,SATURDAY,5,0.0000,0.0000,0.1097,0.0206,0.0046,0.0341,0.1065,0.1587,0.0031,0.0189
3,SATURDAY,6,0.0000,0.0000,0.1087,0.0206,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
3,SATURDAY,7,0.0000,0.0000,0.0806,0.0206,0.0046,0.0341,0.0000,0.1587,0.0031,0.0189
