Month,Weekend,Hour,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
3,SATURDAY,8,0.0000,0.5820,0.0011,1.7204,0.0000,0.2461,0.0128,0.0973,0.3159,0.1619
3,SATURDAY,9,0.0000,0.5820,0.0011,1.8343,0.0000,0.2485,0.0128,0.0973,0.3162,0.1620
3,SATURDAY,10,0.0000,0.5820,0.0011,1.8773,0.0000,0.2502,0.0128,0.0973,0.3162,0.1620
3,SATURDAY,11,0.0000,0.5820,0.0011,1.9243,0.0000,0.2516,0.0128,0.0972,0.3162,0.1620
3,SATURDAY,12,0.0000,0.5820,0.0011,2.0759,0.0000,0.2518,0.0128,0.0965,0.3162,0.1620
3,SATURDAY,13,0.0000,0.5820,0.0011,2.1212,0.0000,0.2518,0.0128,0.0958,0.3162,0.1620
3,SATURDAY,14,0.0026,0.5820,0.0011,2.2777,0.0000,0.2513,0.0128,0.0946,0.3157,0.1616
3,SATURDAY,15,0.0053,0.5820,0.0011,2.3085,0.0000,0.2486,0.0128,0.0912,0.3126,0.1594
3,SATURDAY,16,0.0033,0.5820,0.0011,2.2078,0.0000,0.2283,0.0122,0.0795,0.2952,0.1471
3,SATURDAY,17,0.0004,0.5820,0.0011,2.2206,0.0000,0.1479,0.0102,0.0427,0.2313,0.1021
3,SATURDAY,18,0.0000,0.5820,0.0011,2.0851,0.0947,0.1626,0.0111,0.0578,0.2493,0.1159
3,SATURDAY,19,0.0000,0.5820,0.0010,2.0414,0.0947,0.1272,0.0098,0.0341,0.2130,0.0914
3,SATURDAY,20,0.0000,0.5820,0.0010,2.0055,0.0947,0.1158,0.0094,0.0281,0.2016,0.0850
3,SATURDAY,21,0.0000,0.5820,0.0009,1.8639,0.0947,0.1064,0.0094,0.0280,0.1951,0.0841
3,SATURDAY,22,0.0000,0.5820,0.0008,1.9369,0.0947,0.0956,0.0093,0.0279,0.1879,0.0830
3,SATURDAY,23,0.0000,0.5820,0.0006,1.8108,0.0947,0.0820,0.0092,0.0276,0.1767,0.0815
3,SUNDAY,0,0.0000,0.0010,0.0003,1.7952,0.0947,0.0583,0.0089,0.0269,0.1489,0.0790
3,SUNDAY,1,0.0000,0.0000,0.0002,1.7860,0.0947,0.0622,0.0090,0.0321,0.1725,0.0961
3,SUNDAY,2,0.0000,0.0012,0.0002,1.7749,0.0947,0.1110,0.0103,0.0635,0.2326,0.1386
3,SUNDAY,3,0.0000,0.0013,0.0002,1.7732,0.0947,0.1554,0.0116,0.0911,0.2472,0.1487
3,SUNDAY,4,0.0000,0.0014,0.0003,1.7541,0.0947,0.1754,0.0121,0.0958,0.2605,0.1524
3,SUNDAY,5,0.0000,0.0026,0.0009,1.8399,0.0947,0.2199,0.0126,0.0971,0.3026,0.1598
3,SUNDAY,6,0.0000,0.0024,0.0010,1.8074,0.0000,0.2339,0.0128,0.0973,0.3122,0.1614
3,SUNDAY,7,0.0000,0.5820,0.0011,1.6803,0.0000,0.2404,0.0128,0.0973,0.3139,0.1617
3,SUNDAY,8,0.0000,0.5820,0.0011,1.7204,0.0000,0.2461,0.0128,0.0973,0.3154,0.1619
3,SUNDAY,9,0.0000,0.5820,0.0011,1.8343,0.0000,0.2485,0.0128,0.0973,0.3161,0.1620
3,SUNDAY,10,0.0000,0.5820,0.0011,1.8773,0.0000,0.2502,0.0128,0.0973,0.3162,0.1620
3,SUNDAY,11,0.0000,0.5820,0.0011,1.9243,0.0000,0.2516,0.0128,0.0972,0.3162,0.1620
3,SUNDAY,12,0.0000,0.5820,0.0011,2.0759,0.0000,0.2518,0.0128,0.0965,0.3162,0.1620
3,SUNDAY,13,0.0026,0.5820,0.0011,2.1212,0.0000,0.2518,0.0128,0.0958,0.3162,0.1620
3,SUNDAY,14,0.0047,0.5820,0.0011,2.2777,0.0000,0.2513,0.0128,0.0946,0.3157,0.1616
3,SUNDAY,15,0.0081,0.5820,0.0011,2.3085,0.0000,0.2486,0.0128,0.0912,0.3126,0.1594
3,SUNDAY,16,0.0094,0.5824,0.0011,2.2078,0.0000,0.2283,0.0122,0.0795,0.3090,0.1569
3,SUNDAY,17,0.0069,0.5823,0.0011,2.2207,0.0000,0.1479,0.0102,0.0427,0.2959,0.1476
3,SUNDAY,18,0.0001,0.5833,0.0011,2.0851,0.0947,0.1626,0.0111,0.0578,0.2414,0.1091
3,SUNDAY,19,0.0000,0.5833,0.0010,2.0414,0.0947,0.1272,0.0098,0.0341,0.2116,0.0885
3,SUNDAY,20,0.0000,0.5833,0.0010,2.0055,0.0947,0.1158,0.0094,0.0281,0.2061,0.0856
3,SUNDAY,21,0.0000,0.5834,0.0009,1.8640,0.0947,0.1064,0.0094,0.0280,0.2042,0.0853
3,SUNDAY,22,0.0000,0.5836,0.0008,1.9369,0.0947,0.0956,0.0093,0.0279,0.1953,0.0841
3,SUNDAY,23,0.0000,0.5837,0.0006,1.8107,0.0947,0.0820,0.0092,0.0276,0.1573,0.0788
3,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,WEEKDAY,0,0.0000,0.0000,0.0004,1.7087,0.0947,0.0706,0.0089,0.0279,0.1622,0.0797
4,WEEKDAY,1,0.0000,0.0000,0.0002,1.6947,0.0947,0.0571,0.0088,0.0269,0.1485,0.0775
4,WEEKDAY,2,0.0000,0.0000,0.0002,1.6857,0.0947,0.0660,0.0092,0.0317,0.1521,0.0816
4,WEEKDAY,3,0.0000,0.0000,0.0005,1.6675,0.0947,0.1446,0.0125,0.0624,0.1933,0.1088
4,WEEKDAY,4,0.0000,0.0000,0.0017,1.7244,0.0947,0.2626,0.0228,0.0995,0.2536,0.1391
4,WEEKDAY,5,0.1153,0.0404,0.0031,1.7303,0.0947,0.3343,0.0382,0.1251,0.2919,0.1546
4,WEEKDAY,6,0.2684,0.5352,0.0040,1.6860,0.0215,0.3623,0.0496,0.1396,0.3092,0.1602
4,WEEKDAY,7,0.3971,0.6929,0.0045,1.7059,0.0000,0.3719,0.0558,0.1464,0.3150,0.1618
4,WEEKDAY,8,0.4714,0.7058,0.0046,1.8113,0.0000,0.3747,0.0587,0.1488,0.3161,0.1620
4,WEEKDAY,9,0.5256,0.7151,0.0047,1.8637,0.0000,0.3747,0.0598,0.1493,0.3162,0.1620
4,WEEKDAY,10,0.5589,0.7202,0.0047,1.9023,0.0000,0.3740,0.0601,0.1494,0.3162,0.1620
4,WEEKDAY,11,0.5961,0.7245,0.0047,2.0215,0.0000,0.3739,0.0599,0.1494,0.3162,0.1620
4,WEEKDAY,12,0.6382,0.7288,0.0046,2.0806,0.0000,0.3741,0.0589,0.1491,0.3162,0.1620
4,WEEKDAY,13,0.6691,0.7315,0.0045,2.2035,0.0000,0.3738,0.0569,0.1474,0.3162,0.1620
4,WEEKDAY,14,0.6697,0.7285,0.0041,2.2616,0.0000,0.3690,0.0516,0.1429,0.3162,0.1620
4,WEEKDAY,15,0.6151,0.7174,0.0034,2.1957,0.0000,0.3558,0.0416,0.1351,0.3162,0.1620
4,WEEKDAY,16,0.5139,0.6961,0.0025,2.1888,0.0000,0.3328,0.0282,0.1229,0.3162,0.1620
4,WEEKDAY,17,0.1380,0.6087,0.0017,2.1017,0.0000,0.3048,0.0185,0.1115,0.3161,0.1620
4,WEEKDAY,18,0.0129,0.5820,0.0013,2.0433,0.0000,0.2681,0.0141,0.0989,0.3056,0.1546
4,WEEKDAY,19,0.0031,0.5820,0.0010,2.0015,0.0732,0.1858,0.0111,0.0639,0.2495,0.1152
4,WEEKDAY,20,0.0006,0.5820,0.0009,1.8788,0.0947,0.1438,0.0099,0.0464,0.2231,0.0977
4,WEEKDAY,21,0.0000,0.5820,0.0009,1.8583,0.0947,0.1590,0.0103,0.0647,0.2464,0.1161
4,WEEKDAY,22,0.0000,0.5820,0.0008,1.7691,0.0947,0.1336,0.0098,0.0538,0.2237,0.1037
4,WEEKDAY,23,0.0000,0.1323,0.0006,1.7141,0.0947,0.0941,0.0092,0.0347,0.1915,0.0870
4,SATURDAY,0,0.0000,0.0000,0.0002,1.7089,0.0947,0.0612,0.0090,0.0308,0.1528,0.0815
4,SATURDAY,1,0.0000,0.0000,0.0002,1.6950,0.0947,0.0988,0.0100,0.0557,0.1881,0.1072
4,SATURDAY,2,0.0000,0.0000,0.0002,1.6859,0.0947,0.1443,0.0113,0.0842,0.2303,0.1371
4,SATURDAY,3,0.0000,0.0000,0.0003,1.6679,0.0947,0.1704,0.0119,0.0946,0.2537,0.1501
4,SATURDAY,4,0.0000,0.0000,0.0007,1.7219,0.0947,0.2088,0.0125,0.0967,0.2911,0.1578
4,SATURDAY,5,0.0000,0.0000,0.0010,1.7290,0.0947,0.2304,0.0127,0.0972,0.3099,0.1610
4,SATURDAY,6,0.0000,0.4365,0.0011,1.6846,0.0237,0.2387,0.0128,0.0973,0.3138,0.1617
4,SATURDAY,7,0.0000,0.5820,0.0011,1.7018,0.0000,0.2447,0.0128,0.0973,0.3155,0.1619
4,SATURDAY,8,0.0000,0.5820,0.0011,1.8050,0.0000,0.2479,0.0128,0.0973,0.3161,0.1620
4,SATURDAY,9,0.0000,0.5820,0.0011,1.8595,0.0000,0.2497,0.0128,0.0973,0.3162,0.1620
4,SATURDAY,10,0.0000,0.5820,0.0011,1.8978,0.0000,0.2512,0.0128,0.0972,0.3162,0.1620
4,SATURDAY,11,0.0028,0.5820,0.0011,2.0147,0.0000,0.2517,0.0128,0.0967,0.3162,0.1620
4,SATURDAY,12,0.0122,0.5820,0.0011,2.0763,0.0000,0.2518,0.0128,0.0960,0.3162,0.1620
4,SATURDAY,13,0.0209,0.5820,0.0011,2.1968,0.0000,0.2515,0.0128,0.0949,0.3158,0.1617
4,SATURDAY,14,0.0288,0.5820,0.0011,2.2578,0.0000,0.2493,0.0128,0.0920,0.3134,0.1600
4,SATURDAY,15,0.0354,0.5826,0.0011,2.1953,0.0000,0.2334,0.0124,0.0824,0.2996,0.1502
4,SATURDAY,16,0.0362,0.5831,0.0011,2.1867,0.0000,0.1680,0.0107,0.0519,0.2473,0.1134
4,SATURDAY,17,0.0345,0.5832,0.0011,2.1034,0.0000,0.1589,0.0109,0.0540,0.2448,0.1124
4,SATURDAY,18,0.0286,0.5830,0.0010,2.0435,0.0000,0.1360,0.0101,0.0400,0.2221,0.0975
4,SATURDAY,19,0.0095,0.5825,0.0010,2.0019,0.0710,0.1186,0.0095,0.0296,0.2045,0.0866
4,SATURDAY,20,0.0002,0.5821,0.0009,1.8815,0.0947,0.1087,0.0094,0.0280,0.1968,0.0843
4,SATURDAY,21,0.0000,0.5820,0.0008,1.8573,0.0947,0.0983,0.0093,0.0279,0.1897,0.0833
4,SATURDAY,22,0.0000,0.5820,0.0007,1.7713,0.0947,0.0854,0.0092,0.0277,0.1795,0.0819
4,SATURDAY,23,0.0000,0.1455,0.0004,1.7256,0.0947,0.0642,0.0090,0.0271,0.1571,0.0787
4,SUNDAY,0,0.0000,0.0000,0.0002,1.7051,0.0947,0.0622,0.0090,0.0321,0.1725,0.0961
4,SUNDAY,1,0.0000,0.0000,0.0002,1.6916,0.0947,0.1110,0.0103,0.0635,0.2326,0.1386
4,SUNDAY,2,0.0000,0.0000,0.0002,1.6840,0.0947,0.1554,0.0116,0.0911,0.2472,0.1487
4,SUNDAY,3,0.0000,0.0000,0.0003,1.6625,0.0947,0.1754,0.0121,0.0958,0.2605,0.1524
4,SUNDAY,4,0.0000,0.0000,0.0009,1.7417,0.0947,0.2199,0.0126,0.0971,0.3026,0.1598
4,SUNDAY,5,0.0000,0.0000,0.0010,1.7248,0.0947,0.2339,0.0128,0.0973,0.3122,0.1614
4,SUNDAY,6,0.0000,0.5820,0.0011,1.6713,0.0000,0.2404,0.0128,0.0973,0.3139,0.1617
4,SUNDAY,7,0.0000,0.5820,0.0011,1.7120,0.0000,0.2461,0.0128,0.0973,0.3154,0.1619
4,SUNDAY,8,0.0000,0.5820,0.0011,1.8360,0.0000,0.2485,0.0128,0.0973,0.3161,0.1620
4,SUNDAY,9,0.0000,0.5820,0.0011,1.8673,0.0000,0.2502,0.0128,0.0973,0.3162,0.1620
4,SUNDAY,10,0.0030,0.5820,0.0011,1.9080,0.0000,0.2516,0.0128,0.0972,0.3162,0.1620
4,SUNDAY,11,0.0131,0.5820,0.0011,2.0503,0.0000,0.2518,0.0128,0.0965,0.3162,0.1620
4,SUNDAY,12,0.0265,0.5830,0.0011,2.0850,0.0000,0.2518,0.0128,0.0958,0.3162,0.1620
4,SUNDAY,13,0.0382,0.5841,0.0011,2.2341,0.0000,0.2513,0.0128,0.0946,0.3157,0.1616
4,SUNDAY,14,0.0422,0.5846,0.0011,2.2658,0.0000,0.2486,0.0128,0.0912,0.3126,0.1594
4,SUNDAY,15,0.0490,0.5850,0.0011,2.1718,0.0000,0.2283,0.0122,0.0795,0.3090,0.1569
4,SUNDAY,16,0.0539,0.5851,0.0011,2.1917,0.0000,0.1479,0.0102,0.0427,0.2959,0.1476
4,SUNDAY,17,0.0466,0.5851,0.0011,2.0740,0.0000,0.1626,0.0111,0.0578,0.2414,0.1091
4,SUNDAY,18,0.0383,0.5844,0.0010,2.0333,0.0000,0.1272,0.0098,0.0341,0.2116,0.0885
4,SUNDAY,19,0.0234,0.5838,0.0010,1.9914,0.0947,0.1158,0.0094,0.0281,0.2061,0.0856
4,SUNDAY,20,0.0070,0.5832,0.0009,1.8449,0.0947,0.1064,0.0094,0.0280,0.2042,0.0853
4,SUNDAY,21,0.0010,0.5827,0.0008,1.8615,0.0947,0.0956,0.0093,0.0279,0.1953,0.0841
4,SUNDAY,22,0.0004,0.5822,0.0006,1.7411,0.0947,0.0820,0.0092,0.0276,0.1573,0.0788
4,SUNDAY,23,0.0000,0.0000,0.0003,1.7204,0.0947,0.0909,0.0089,0.0269,0.1489,0.0790
4,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,WEEKDAY,0,0.0000,0.0000,0.0003,1.4545,0.0947,0.0650,0.0089,0.0273,0.1560,0.0788
5,WEEKDAY,1,0.0000,0.0000,0.0002,1.4418,0.0947,0.0574,0.0089,0.0275,0.1488,0.0789
5,WEEKDAY,2,0.0000,0.0000,0.0002,1.4285,0.0947,0.0730,0.0094,0.0342,0.1576,0.0856
5,WEEKDAY,3,0.0000,0.0000,0.0006,1.4161,0.0947,0.1676,0.0135,0.0706,0.2071,0.1179
5,WEEKDAY,4,0.0000,0.0000,0.0020,1.4847,0.0947,0.2896,0.0252,0.1063,0.2686,0.1463
5,WEEKDAY,5,0.3222,0.0970,0.0034,1.4942,0.0000,0.3450,0.0411,0.1279,0.2991,0.1573
5,WEEKDAY,6,0.4973,0.7264,0.0041,1.4822,0.0000,0.3643,0.0507,0.1397,0.3123,0.1612
5,WEEKDAY,7,0.5624,0.7281,0.0045,1.5145,0.0000,0.3708,0.0555,0.1447,0.3158,0.1619
5,WEEKDAY,8,0.6532,0.7445,0.0046,1.6346,0.0000,0.3725,0.0577,0.1462,0.3162,0.1620
5,WEEKDAY,9,0.6913,0.7465,0.0046,1.6649,0.0000,0.3721,0.0585,0.1464,0.3162,0.1620
5,WEEKDAY,10,0.7436,0.7525,0.0046,1.6941,0.0000,0.3714,0.0586,0.1464,0.3162,0.1620
5,WEEKDAY,11,0.7920,0.7558,0.0046,1.8129,0.0000,0.3714,0.0584,0.1464,0.3162,0.1620
5,WEEKDAY,12,0.8464,0.7608,0.0046,1.8388,0.0000,0.3716,0.0572,0.1461,0.3162,0.1620
5,WEEKDAY,13,0.8911,0.7633,0.0044,1.9605,0.0000,0.3711,0.0550,0.1440,0.3162,0.1620
5,WEEKDAY,14,0.8974,0.7617,0.0039,1.9871,0.0000,0.3652,0.0490,0.1390,0.3160,0.1619
5,WEEKDAY,15,0.8539,0.7521,0.0032,1.9131,0.0000,0.3493,0.0383,0.1306,0.3153,0.1613
5,WEEKDAY,16,0.7625,0.7336,0.0022,1.9393,0.0000,0.3208,0.0246,0.1170,0.3125,0.1594
5,WEEKDAY,17,0.0809,0.5821,0.0016,1.8548,0.0000,0.2933,0.0165,0.1072,0.3133,0.1600
5,WEEKDAY,18,0.0637,0.5820,0.0012,1.8576,0.0000,0.2540,0.0132,0.0962,0.2988,0.1497
5,WEEKDAY,19,0.0417,0.5822,0.0010,1.8132,0.0947,0.1624,0.0104,0.0540,0.2328,0.1035
5,WEEKDAY,20,0.0221,0.5822,0.0009,1.6759,0.0947,0.1368,0.0097,0.0434,0.2193,0.0953
5,WEEKDAY,21,0.0133,0.5821,0.0009,1.6011,0.0947,0.1628,0.0105,0.0690,0.2519,0.1205
5,WEEKDAY,22,0.0072,0.5821,0.0007,1.4923,0.0947,0.1232,0.0096,0.0479,0.2138,0.0976
5,WEEKDAY,23,0.0000,0.0000,0.0006,1.4917,0.0947,0.0838,0.0091,0.0304,0.1846,0.0837
5,SATURDAY,0,0.0000,0.0000,0.0002,1.4544,0.0947,0.0622,0.0090,0.0321,0.1535,0.0827
5,SATURDAY,1,0.0000,0.0000,0.0002,1.4418,0.0947,0.1110,0.0103,0.0635,0.1996,0.1153
5,SATURDAY,2,0.0000,0.0000,0.0002,1.4285,0.0947,0.1554,0.0116,0.0911,0.2406,0.1443
5,SATURDAY,3,0.0000,0.0000,0.0003,1.4159,0.0947,0.1754,0.0121,0.0958,0.2581,0.1520
5,SATURDAY,4,0.0000,0.0000,0.0009,1.4838,0.0947,0.2199,0.0126,0.0971,0.3022,0.1598
5,SATURDAY,5,0.0000,0.0000,0.0010,1.4923,0.0000,0.2339,0.0128,0.0973,0.3125,0.1615
5,SATURDAY,6,0.0000,0.5820,0.0011,1.4795,0.0000,0.2404,0.0128,0.0973,0.3143,0.1617
5,SATURDAY,7,0.0000,0.5820,0.0011,1.5113,0.0000,0.2461,0.0128,0.0973,0.3159,0.1619
5,SATURDAY,8,0.0000,0.5820,0.0011,1.6312,0.0000,0.2485,0.0128,0.0973,0.3162,0.1620
5,SATURDAY,9,0.0036,0.5820,0.0011,1.6615,0.0000,0.2502,0.0128,0.0973,0.3162,0.1620
5,SATURDAY,10,0.0127,0.5820,0.0011,1.6906,0.0000,0.2516,0.0128,0.0972,0.3162,0.1620
5,SATURDAY,11,0.0300,0.5820,0.0011,1.8095,0.0000,0.2518,0.0128,0.0965,0.3162,0.1620
5,SATURDAY,12,0.0483,0.5831,0.0011,1.8355,0.0000,0.2518,0.0128,0.0958,0.3162,0.1620
5,SATURDAY,13,0.0658,0.5848,0.0011,1.9574,0.0000,0.2513,0.0128,0.0946,0.3157,0.1616
5,SATURDAY,14,0.0843,0.5859,0.0011,1.9842,0.0000,0.2486,0.0128,0.0912,0.3126,0.1594
5,SATURDAY,15,0.0922,0.5864,0.0011,1.9108,0.0000,0.2283,0.0122,0.0795,0.2952,0.1471
5,SATURDAY,16,0.0946,0.5867,0.0011,1.9379,0.0000,0.1479,0.0102,0.0427,0.2313,0.1021
5,SATURDAY,17,0.0875,0.5864,0.0011,1.8540,0.0000,0.1626,0.0111,0.0578,0.2493,0.1159
5,SATURDAY,18,0.0712,0.5859,0.0010,1.8570,0.0000,0.1272,0.0098,0.0341,0.2130,0.0914
5,SATURDAY,19,0.0455,0.5849,0.0010,1.8126,0.0947,0.1158,0.0094,0.0281,0.2016,0.0850
5,SATURDAY,20,0.0279,0.5840,0.0009,1.6753,0.0947,0.1064,0.0094,0.0280,0.1951,0.0841
5,SATURDAY,21,0.0152,0.5832,0.0008,1.6005,0.0947,0.0956,0.0093,0.0279,0.1879,0.0830
5,SATURDAY,22,0.0038,0.5827,0.0006,1.4918,0.0947,0.0820,0.0092,0.0276,0.1767,0.0815
5,SATURDAY,23,0.0003,0.0002,0.0003,1.4700,0.0947,0.0583,0.0089,0.0269,0.1506,0.0778
5,SUNDAY,0,0.0000,0.0000,0.0002,1.4544,0.0947,0.0622,0.0090,0.0321,0.1725,0.0961
5,SUNDAY,1,0.0000,0.0000,0.0002,1.4418,0.0947,0.1110,0.0103,0.0635,0.2326,0.1386
5,SUNDAY,2,0.0000,0.0000,0.0002,1.4285,0.0947,0.1554,0.0116,0.0911,0.2472,0.1487
5,SUNDAY,3,0.0000,0.0000,0.0003,1.4159,0.0947,0.1754,0.0121,0.0958,0.2605,0.1524
5,SUNDAY,4,0.0000,0.0000,0.0009,1.4838,0.0947,0.2199,0.0126,0.0971,0.3026,0.1598
5,SUNDAY,5,0.0000,0.0000,0.0010,1.4923,0.0000,0.2339,0.0128,0.0973,0.3122,0.1614
5,SUNDAY,6,0.0000,0.5820,0.0011,1.4795,0.0000,0.2404,0.0128,0.0973,0.3139,0.1617
5,SUNDAY,7,0.0000,0.5820,0.0011,1.5113,0.0000,0.2461,0.0128,0.0973,0.3154,0.1619
5,SUNDAY,8,0.0000,0.5820,0.0011,1.6311,0.0000,0.2485,0.0128,0.0973,0.3161,0.1620
5,SUNDAY,9,0.0007,0.5825,0.0011,1.6615,0.0000,0.2502,0.0128,0.0973,0.3162,0.1620
5,SUNDAY,10,0.0047,0.5834,0.0011,1.6906,0.0000,0.2516,0.0128,0.0972,0.3162,0.1620
5,SUNDAY,11,0.0278,0.5843,0.0011,1.8095,0.0000,0.2518,0.0128,0.0965,0.3162,0.1620
5,SUNDAY,12,0.0530,0.5855,0.0011,1.8354,0.0000,0.2518,0.0128,0.0958,0.3162,0.1620
5,SUNDAY,13,0.0799,0.5878,0.0011,1.9574,0.0000,0.2513,0.0128,0.0946,0.3157,0.1616
5,SUNDAY,14,0.1029,0.5896,0.0011,1.9842,0.0000,0.2486,0.0128,0.0912,0.3126,0.1594
5,SUNDAY,15,0.1150,0.5908,0.0011,1.9108,0.0000,0.2283,0.0122,0.0795,0.3090,0.1569
5,SUNDAY,16,0.1192,0.5914,0.0011,1.9379,0.0000,0.1479,0.0102,0.0427,0.2959,0.1476
5,SUNDAY,17,0.1138,0.5908,0.0011,1.8540,0.0000,0.1626,0.0111,0.0578,0.2414,0.1091
