Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
1,SATURDAY,8,0.0160,0.0142,0.0361,0.0109,0.0028,0.0399,0.0000,0.2354,0.0343,0.0169,0.0513
1,SATURDAY,9,0.0085,0.0241,0.0317,0.0112,0.0028,0.0412,0.0000,0.2411,0.0352,0.0170,0.0546
1,SATURDAY,10,0.0035,0.0328,0.0273,0.0113,0.0028,0.0419,0.0000,0.2454,0.0358,0.0170,0.0570
1,SATURDAY,11,0.0009,0.0524,0.0272,0.0111,0.0028,0.0426,0.0000,0.2467,0.0360,0.0171,0.0586
1,SATURDAY,12,0.0009,0.0563,0.0271,0.0108,0.0028,0.0437,0.0000,0.2472,0.0360,0.0172,0.0593
1,SATURDAY,13,0.0006,0.0727,0.0278,0.0104,0.0028,0.0440,0.0000,0.2473,0.0360,0.0172,0.0597
1,SATURDAY,14,0.0008,0.0712,0.0271,0.0102,0.0028,0.0450,0.0000,0.2470,0.0360,0.0172,0.0598
1,SATURDAY,15,0.0008,0.0664,0.0263,0.0106,0.0028,0.0451,0.0000,0.2454,0.0360,0.0171,0.0592
1,SATURDAY,16,0.0009,0.0496,0.0262,0.0108,0.0028,0.0441,0.0000,0.2421,0.0357,0.0171,0.0545
1,SATURDAY,17,0.0015,0.0341,0.0278,0.0100,0.0026,0.0436,0.1980,0.2302,0.0343,0.0169,0.0443
1,SATURDAY,18,0.0015,0.0119,0.0098,0.0083,0.0024,0.0423,0.2243,0.2085,0.0316,0.0166,0.0337
1,SATURDAY,19,0.0016,0.0066,0.0151,0.0072,0.0022,0.0419,0.2615,0.1873,0.0298,0.0163,0.0256
1,SATURDAY,20,0.0016,0.0060,0.0190,0.0071,0.0021,0.0417,0.2615,0.1837,0.0295,0.0162,0.0243
1,SATURDAY,21,0.0016,0.0036,0.0255,0.0071,0.0021,0.0408,0.2615,0.1837,0.0295,0.0162,0.0243
1,SATURDAY,22,0.0016,0.0030,0.0252,0.0071,0.0021,0.0406,0.2615,0.1837,0.0295,0.0162,0.0243
1,SATURDAY,23,0.0017,0.0006,0.0315,0.0071,0.0021,0.0397,0.2615,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,0,0.0000,0.0000,0.0318,0.0071,0.0021,0.0396,0.1636,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,1,0.0000,0.0000,0.0306,0.0071,0.0021,0.0396,0.1438,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,2,0.0000,0.0000,0.0308,0.0071,0.0021,0.0395,0.1438,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,3,0.0000,0.0000,0.0423,0.0071,0.0021,0.0395,0.1438,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,4,0.0000,0.0000,0.0424,0.0071,0.0021,0.0395,0.1438,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,5,0.0000,0.0000,0.0429,0.0071,0.0021,0.0403,0.1288,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,6,0.0000,0.0000,0.0435,0.0071,0.0021,0.0401,0.1175,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,7,0.0000,0.0000,0.0437,0.0071,0.0021,0.0398,0.0000,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,8,0.0000,0.0000,0.0185,0.0071,0.0021,0.0397,0.0000,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,9,0.0000,0.0002,0.0103,0.0071,0.0021,0.0411,0.0000,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,10,0.0000,0.0012,0.0080,0.0071,0.0021,0.0417,0.0000,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,11,0.0000,0.0036,0.0057,0.0071,0.0021,0.0424,0.0000,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,12,0.0000,0.0021,0.0030,0.0071,0.0021,0.0435,0.0000,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,13,0.0000,0.0042,0.0026,0.0071,0.0021,0.0438,0.0000,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,14,0.0000,0.0016,0.0032,0.0071,0.0021,0.0448,0.0000,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,15,0.0000,0.0009,0.0025,0.0071,0.0021,0.0449,0.0000,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,16,0.0000,0.0001,0.0024,0.0071,0.0021,0.0440,0.0000,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,17,0.0000,0.0001,0.0053,0.0071,0.0021,0.0434,0.1980,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,18,0.0000,0.0000,0.0080,0.0071,0.0021,0.0423,0.2243,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,19,0.0000,0.0000,0.0115,0.0071,0.0021,0.0419,0.2615,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,20,0.0000,0.0000,0.0134,0.0071,0.0021,0.0417,0.2615,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,21,0.0000,0.0000,0.0206,0.0071,0.0021,0.0408,0.2615,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,22,0.0000,0.0000,0.0309,0.0071,0.0021,0.0406,0.2615,0.1837,0.0295,0.0162,0.0243
1,SUNDAY,23,0.0000,0.0000,0.0315,0.0071,0.0021,0.0397,0.2615,0.1837,0.0295,0.0162,0.0243
1,HOLIDAY,0,0.0000,0.0000,0.0486,0.0071,0.0021,0.0396,0.1636,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,1,0.0000,0.0000,0.0484,0.0071,0.0021,0.0396,0.1438,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,2,0.0000,0.0000,0.0567,0.0071,0.0021,0.0395,0.1438,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,3,0.0000,0.0000,0.0489,0.0071,0.0021,0.0395,0.1438,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,4,0.0000,0.0000,0.0500,0.0071,0.0021,0.0395,0.1438,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,5,0.0000,0.0000,0.0512,0.0071,0.0021,0.0403,0.1288,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,6,0.0000,0.0000,0.0560,0.0071,0.0021,0.0401,0.1175,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,7,0.0000,0.0000,0.0553,0.0071,0.0021,0.0398,0.0000,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,8,0.0000,0.0000,0.0287,0.0071,0.0021,0.0397,0.0000,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,9,0.0000,0.0001,0.0265,0.0071,0.0021,0.0411,0.0000,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,10,0.0000,0.0001,0.0096,0.0071,0.0021,0.0417,0.0000,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,11,0.0000,0.0002,0.0039,0.0071,0.0021,0.0424,0.0000,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,12,0.0000,0.0002,0.0039,0.0071,0.0021,0.0435,0.0000,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,13,0.0000,0.0002,0.0038,0.0071,0.0021,0.0438,0.0000,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,14,0.0000,0.0002,0.0044,0.0071,0.0021,0.0448,0.0000,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,15,0.0000,0.0002,0.0052,0.0071,0.0021,0.0449,0.0000,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,16,0.0000,0.0001,0.0117,0.0071,0.0021,0.0440,0.0000,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,17,0.0000,0.0001,0.0277,0.0071,0.0021,0.0434,0.1980,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,18,0.0000,0.0000,0.0411,0.0071,0.0021,0.0423,0.2243,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,19,0.0000,0.0000,0.0381,0.0071,0.0021,0.0419,0.2615,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,20,0.0000,0.0000,0.0479,0.0071,0.0021,0.0417,0.2615,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,21,0.0000,0.0000,0.0388,0.0071,0.0021,0.0408,0.2615,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,22,0.0000,0.0000,0.0486,0.0071,0.0021,0.0406,0.2615,0.1678,0.0295,0.0149,0.0243
1,HOLIDAY,23,0.0000,0.0000,0.0401,0.0071,0.0021,0.0397,0.2615,0.1678,0.0295,0.0149,0.0243
2,WEEKDAY,0,0.0017,0.0025,0.0215,0.0071,0.0021,0.0399,0.1636,0.1837,0.0295,0.0167,0.0243
2,WEEKDAY,1,0.0017,0.0015,0.0247,0.0071,0.0022,0.0398,0.1438,0.1838,0.0295,0.0167,0.0244
2,WEEKDAY,2,0.0017,0.0006,0.0275,0.0071,0.0025,0.0398,0.1438,0.1841,0.0295,0.0168,0.0252
2,WEEKDAY,3,0.0017,0.0007,0.0292,0.0073,0.0034,0.0398,0.1438,0.1870,0.0298,0.0171,0.0270
2,WEEKDAY,4,0.0017,0.0003,0.0306,0.0087,0.0061,0.0400,0.1438,0.2093,0.0317,0.0184,0.0293
2,WEEKDAY,5,0.0017,0.0014,0.0268,0.0155,0.0143,0.0414,0.1288,0.3777,0.0390,0.0220,0.0371
2,WEEKDAY,6,0.1443,0.0064,0.1230,0.0277,0.0270,0.0425,0.1023,0.6153,0.0658,0.0307,0.0491
2,WEEKDAY,7,0.2083,0.0336,0.2810,0.0440,0.0407,0.0441,0.0000,0.8828,0.1093,0.0476,0.0612
2,WEEKDAY,8,0.1396,0.1399,0.3370,0.0587,0.0518,0.0461,0.0000,1.0252,0.1644,0.0666,0.0673
2,WEEKDAY,9,0.0970,0.3056,0.3496,0.0604,0.0530,0.0481,0.0000,1.0866,0.2147,0.0810,0.0695
2,WEEKDAY,10,0.0190,0.4044,0.3757,0.0595,0.0508,0.0487,0.0000,1.1033,0.2264,0.0870,0.0698
2,WEEKDAY,11,0.0134,0.5393,0.3788,0.0640,0.0495,0.0492,0.0000,1.1052,0.2235,0.0868,0.0698
2,WEEKDAY,12,0.0049,0.6067,0.3814,0.0615,0.0476,0.0499,0.0000,1.0970,0.2214,0.0827,0.0694
2,WEEKDAY,13,0.0107,0.6485,0.3816,0.0535,0.0418,0.0497,0.0000,1.0594,0.2097,0.0702,0.0657
2,WEEKDAY,14,0.0159,0.5652,0.3513,0.0416,0.0326,0.0497,0.0000,0.9199,0.1665,0.0513,0.0570
2,WEEKDAY,15,0.0193,0.4168,0.3399,0.0278,0.0220,0.0489,0.0000,0.7827,0.1112,0.0361,0.0518
2,WEEKDAY,16,0.0012,0.2452,0.2560,0.0189,0.0152,0.0472,0.0000,0.6661,0.0674,0.0263,0.0430
2,WEEKDAY,17,0.0022,0.0902,0.1463,0.0127,0.0103,0.0460,0.1980,0.5027,0.0408,0.0208,0.0371
2,WEEKDAY,18,0.0015,0.0342,0.1130,0.0090,0.0063,0.0435,0.2243,0.3841,0.0309,0.0180,0.0282
2,WEEKDAY,19,0.0015,0.0165,0.0534,0.0076,0.0035,0.0426,0.2615,0.2938,0.0293,0.0169,0.0249
2,WEEKDAY,20,0.0016,0.0084,0.0094,0.0071,0.0023,0.0422,0.2615,0.2507,0.0291,0.0167,0.0243
2,WEEKDAY,21,0.0016,0.0055,0.0110,0.0071,0.0021,0.0412,0.2615,0.2309,0.0291,0.0167,0.0243
2,WEEKDAY,22,0.0016,0.0045,0.0144,0.0071,0.0021,0.0410,0.2615,0.2120,0.0291,0.0167,0.0243
2,WEEKDAY,23,0.0016,0.0031,0.0148,0.0071,0.0021,0.0400,0.2615,0.1932,0.0291,0.0167,0.0243
2,SATURDAY,0,0.0016,0.0030,0.0224,0.0071,0.0021,0.0399,0.1636,0.1837,0.0295,0.0167,0.0243
2,SATURDAY,1,0.0017,0.0000,0.0206,0.0071,0.0021,0.0398,0.1438,0.1837,0.0295,0.0167,0.0243
2,SATURDAY,2,0.0017,0.0000,0.0254,0.0071,0.0021,0.0398,0.1438,0.1837,0.0295,0.0167,0.0243
2,SATURDAY,3,0.0017,0.0000,0.0253,0.0071,0.0021,0.0397,0.1438,0.1837,0.0295,0.0167,0.0243
2,SATURDAY,4,0.0017,0.0000,0.0304,0.0071,0.0021,0.0398,0.1438,0.1847,0.0296,0.0167,0.0248
2,SATURDAY,5,0.0017,0.0000,0.0294,0.0077,0.0022,0.0405,0.1288,0.1930,0.0301,0.0168,0.0295
2,SATURDAY,6,0.0258,0.0016,0.0511,0.0093,0.0025,0.0404,0.1023,0.2134,0.0322,0.0171,0.0403
2,SATURDAY,7,0.0173,0.0110,0.0441,0.0102,0.0027,0.0402,0.0000,0.2259,0.0334,0.0172,0.0465
2,SATURDAY,8,0.0136,0.0135,0.0321,0.0109,0.0028,0.0404,0.0000,0.2354,0.0343,0.0174,0.0513
2,SATURDAY,9,0.0075,0.0191,0.0295,0.0112,0.0028,0.0416,0.0000,0.2411,0.0352,0.0174,0.0546
2,SATURDAY,10,0.0039,0.0280,0.0288,0.0113,0.0028,0.0421,0.0000,0.2454,0.0358,0.0175,0.0570
2,SATURDAY,11,0.0066,0.0463,0.0297,0.0111,0.0028,0.0427,0.0000,0.2467,0.0360,0.0176,0.0586
2,SATURDAY,12,0.0016,0.0505,0.0301,0.0108,0.0028,0.0437,0.0000,0.2472,0.0360,0.0176,0.0593
2,SATURDAY,13,0.0006,0.0640,0.0299,0.0105,0.0027,0.0439,0.0000,0.2473,0.0360,0.0176,0.0597
2,SATURDAY,14,0.0009,0.0548,0.0282,0.0102,0.0027,0.0449,0.0000,0.2470,0.0360,0.0176,0.0598
2,SATURDAY,15,0.0051,0.0530,0.0272,0.0106,0.0027,0.0451,0.0000,0.2454,0.0360,0.0176,0.0592
2,SATURDAY,16,0.0010,0.0424,0.0278,0.0109,0.0027,0.0442,0.0000,0.2421,0.0357,0.0175,0.0545
2,SATURDAY,17,0.0012,0.0296,0.0301,0.0100,0.0026,0.0439,0.1980,0.2302,0.0343,0.0173,0.0443
2,SATURDAY,18,0.0015,0.0120,0.0124,0.0083,0.0023,0.0426,0.2243,0.2085,0.0316,0.0170,0.0337
2,SATURDAY,19,0.0016,0.0036,0.0141,0.0072,0.0021,0.0422,0.2615,0.1873,0.0298,0.0167,0.0256
2,SATURDAY,20,0.0016,0.0044,0.0188,0.0071,0.0021,0.0421,0.2615,0.1837,0.0295,0.0167,0.0243
2,SATURDAY,21,0.0016,0.0030,0.0209,0.0071,0.0021,0.0412,0.2615,0.1837,0.0295,0.0167,0.0243
2,SATURDAY,22,0.0017,0.0000,0.0241,0.0071,0.0021,0.0410,0.2615,0.1837,0.0295,0.0167,0.0243
2,SATURDAY,23,0.0017,0.0000,0.0314,0.0071,0.0021,0.0400,0.2615,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,0,0.0000,0.0000,0.0243,0.0071,0.0021,0.0399,0.1636,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,1,0.0000,0.0000,0.0270,0.0071,0.0021,0.0398,0.1438,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,2,0.0000,0.0000,0.0342,0.0071,0.0021,0.0398,0.1438,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,3,0.0000,0.0000,0.0352,0.0071,0.0021,0.0397,0.1438,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,4,0.0000,0.0000,0.0345,0.0071,0.0021,0.0398,0.1438,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,5,0.0000,0.0000,0.0326,0.0071,0.0021,0.0405,0.1288,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,6,0.0000,0.0000,0.0435,0.0071,0.0021,0.0404,0.1023,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,7,0.0000,0.0000,0.0286,0.0071,0.0021,0.0401,0.0000,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,8,0.0000,0.0000,0.0186,0.0071,0.0021,0.0403,0.0000,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,9,0.0000,0.0001,0.0093,0.0071,0.0021,0.0415,0.0000,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,10,0.0000,0.0015,0.0095,0.0071,0.0021,0.0420,0.0000,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,11,0.0000,0.0028,0.0110,0.0071,0.0021,0.0425,0.0000,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,12,0.0011,0.0030,0.0077,0.0071,0.0021,0.0435,0.0000,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,13,0.0000,0.0081,0.0070,0.0071,0.0021,0.0438,0.0000,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,14,0.0012,0.0020,0.0061,0.0071,0.0021,0.0448,0.0000,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,15,0.0000,0.0010,0.0048,0.0071,0.0021,0.0449,0.0000,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,16,0.0000,0.0005,0.0089,0.0071,0.0021,0.0441,0.0000,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,17,0.0000,0.0001,0.0111,0.0071,0.0021,0.0438,0.1980,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,18,0.0000,0.0000,0.0154,0.0071,0.0021,0.0426,0.2243,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,19,0.0000,0.0000,0.0187,0.0071,0.0021,0.0422,0.2615,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,20,0.0000,0.0000,0.0195,0.0071,0.0021,0.0421,0.2615,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,21,0.0000,0.0000,0.0230,0.0071,0.0021,0.0412,0.2615,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,22,0.0000,0.0000,0.0251,0.0071,0.0021,0.0410,0.2615,0.1837,0.0295,0.0167,0.0243
2,SUNDAY,23,0.0000,0.0000,0.0290,0.0071,0.0021,0.0400,0.2615,0.1837,0.0295,0.0167,0.0243
2,HOLIDAY,0,0.0000,0.0000,0.0501,0.0071,0.0021,0.0399,0.1636,0.1837,0.0295,0.0167,0.0243
2,HOLIDAY,1,0.0000,0.0000,0.0508,0.0071,0.0021,0.0398,0.1438,0.1837,0.0295,0.0167,0.0243
2,HOLIDAY,2,0.0000,0.0000,0.0563,0.0071,0.0021,0.0398,0.1438,0.1837,0.0295,0.0167,0.0243
2,HOLIDAY,3,0.0000,0.0000,0.0512,0.0071,0.0021,0.0397,0.1438,0.1841,0.0295,0.0167,0.0243
2,HOLIDAY,4,0.0182,0.0000,0.0593,0.0075,0.0021,0.0398,0.1438,0.1862,0.0296,0.0167,0.0243
2,HOLIDAY,5,0.0000,0.0000,0.0558,0.0103,0.0027,0.0406,0.1288,0.1906,0.0297,0.0169,0.0243
2,HOLIDAY,6,0.0172,0.0000,0.0611,0.0163,0.0037,0.0405,0.1023,0.2000,0.0302,0.0174,0.0243
2,HOLIDAY,7,0.0000,0.0026,0.0485,0.0259,0.0048,0.0404,0.0000,0.2155,0.0313,0.0186,0.0243
2,HOLIDAY,8,0.0000,0.0089,0.0268,0.0365,0.0060,0.0408,0.0000,0.2249,0.0330,0.0202,0.0243
2,HOLIDAY,9,0.0000,0.0142,0.0212,0.0361,0.0060,0.0420,0.0000,0.2275,0.0336,0.0210,0.0243
2,HOLIDAY,10,0.0000,0.0178,0.0188,0.0361,0.0058,0.0425,0.0000,0.2278,0.0335,0.0210,0.0243
2,HOLIDAY,11,0.0000,0.0204,0.0143,0.0382,0.0057,0.0431,0.0000,0.2274,0.0335,0.0204,0.0243
2,HOLIDAY,12,0.0000,0.0212,0.0138,0.0354,0.0053,0.0440,0.0000,0.2243,0.0333,0.0190,0.0243
2,HOLIDAY,13,0.0000,0.0185,0.0123,0.0300,0.0044,0.0442,0.0000,0.2152,0.0323,0.0180,0.0243
2,HOLIDAY,14,0.0000,0.0144,0.0115,0.0218,0.0034,0.0452,0.0000,0.2039,0.0309,0.0174,0.0243
2,HOLIDAY,15,0.0000,0.0111,0.0118,0.0134,0.0030,0.0451,0.0000,0.1979,0.0300,0.0171,0.0243
2,HOLIDAY,16,0.0000,0.0000,0.0139,0.0099,0.0027,0.0441,0.0000,0.1917,0.0296,0.0169,0.0243
2,HOLIDAY,17,0.0000,0.0000,0.0357,0.0081,0.0024,0.0438,0.1980,0.1864,0.0296,0.0167,0.0243
2,HOLIDAY,18,0.0000,0.0000,0.0318,0.0072,0.0021,0.0426,0.2243,0.1841,0.0295,0.0167,0.0243
2,HOLIDAY,19,0.0000,0.0000,0.0491,0.0071,0.0021,0.0422,0.2615,0.1837,0.0295,0.0167,0.0243
2,HOLIDAY,20,0.0000,0.0000,0.0421,0.0071,0.0021,0.0421,0.2615,0.1837,0.0295,0.0167,0.0243
2,HOLIDAY,21,0.0000,0.0000,0.0559,0.0071,0.0021,0.0412,0.2615,0.1837,0.0295,0.0167,0.0243
2,HOLIDAY,22,0.0000,0.0000,0.0411,0.0071,0.0021,0.0410,0.2615,0.1837,0.0295,0.0167,0.0243
2,HOLIDAY,23,0.0000,0.0000,0.0648,0.0071,0.0021,0.0400,0.2615,0.1837,0.0295,0.0167,0.0243
3,WEEKDAY,0,0.0017,0.0014,0.0158,0.0071,0.0021,0.0404,0.1636,0.1837,0.0295,0.0163,0.0243
3,WEEKDAY,1,0.0017,0.0010,0.0185,0.0071,0.0022,0.0403,0.1438,0.1838,0.0295,0.0163,0.0244
3,WEEKDAY,2,0.0017,0.0004,0.0216,0.0071,0.0025,0.0402,0.1438,0.1841,0.0295,0.0164,0.0252
3,WEEKDAY,3,0.0017,0.0003,0.0232,0.0073,0.0034,0.0402,0.1438,0.1870,0.0298,0.0167,0.0270
3,WEEKDAY,4,0.0017,0.0000,0.0237,0.0086,0.0059,0.0404,0.1438,0.2092,0.0317,0.0179,0.0293
3,WEEKDAY,5,0.0017,0.0000,0.0197,0.0155,0.0139,0.0418,0.1288,0.3696,0.0390,0.0216,0.0371
3,WEEKDAY,6,0.0852,0.0111,0.1154,0.0276,0.0264,0.0429,0.0373,0.6045,0.0647,0.0303,0.0491
3,WEEKDAY,7,0.1141,0.0906,0.2760,0.0440,0.0400,0.0448,0.0000,0.8759,0.1081,0.0472,0.0612
3,WEEKDAY,8,0.1027,0.2337,0.3385,0.0587,0.0509,0.0471,0.0000,1.0148,0.1633,0.0662,0.0673
3,WEEKDAY,9,0.0559,0.4256,0.3526,0.0605,0.0522,0.0490,0.0000,1.0764,0.2123,0.0806,0.0695
3,WEEKDAY,10,0.0109,0.5570,0.3792,0.0595,0.0500,0.0496,0.0000,1.0933,0.2239,0.0866,0.0698
3,WEEKDAY,11,0.0110,0.6894,0.3825,0.0640,0.0488,0.0500,0.0000,1.0952,0.2210,0.0864,0.0698
3,WEEKDAY,12,0.0028,0.7886,0.3848,0.0615,0.0470,0.0508,0.0000,1.0869,0.2189,0.0824,0.0694
3,WEEKDAY,13,0.0078,0.8203,0.3849,0.0535,0.0415,0.0505,0.0000,1.0493,0.2084,0.0698,0.0657
3,WEEKDAY,14,0.0063,0.7439,0.3562,0.0415,0.0324,0.0506,0.0000,0.9229,0.1661,0.0509,0.0570
