Month,Daytype,Hour,Heating,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
3,WEEKDAY,1,0.0318,0.0000,0.1675,0.0001,0.1695,0.4201,0.3545,0.0448,0.0802,0.1012,0.0241,0.0190
3,WEEKDAY,2,0.0585,0.0135,0.1852,0.0012,0.1708,0.4201,0.3652,0.0653,0.0842,0.1236,0.0287,0.0231
3,WEEKDAY,3,0.0353,0.0000,0.1896,0.0052,0.1730,0.4201,0.3840,0.0930,0.0907,0.1519,0.0348,0.0283
3,WEEKDAY,4,0.0361,0.0000,0.1896,0.0202,0.1765,0.3223,0.4081,0.1296,0.1024,0.1864,0.0441,0.0349
3,WEEKDAY,5,0.0364,0.0000,0.2216,0.0497,0.1820,0.3223,0.4502,0.1749,0.1203,0.2326,0.0574,0.0438
3,WEEKDAY,6,0.0355,0.0000,0.2376,0.0621,0.1893,0.0000,0.8557,0.2292,0.1471,0.3022,0.0770,0.0572
3,WEEKDAY,7,0.0279,0.0226,0.2376,0.0617,0.1976,0.0000,1.0148,0.2982,0.1936,0.4120,0.1084,0.0784
3,WEEKDAY,8,0.0122,0.1526,0.2379,0.0585,0.2046,0.0000,1.1143,0.3772,0.2428,0.4693,0.1332,0.0904
3,WEEKDAY,9,0.0031,0.2844,0.2393,0.0606,0.2092,0.0000,1.1487,0.4353,0.2643,0.4857,0.1415,0.0940
3,WEEKDAY,10,0.0014,0.3907,0.2445,0.0647,0.2111,0.0000,1.1533,0.4518,0.2671,0.4874,0.1424,0.0944
3,WEEKDAY,11,0.0000,0.4620,0.2516,0.0662,0.2115,0.0000,1.1533,0.4533,0.2671,0.4874,0.1424,0.0944
3,WEEKDAY,12,0.0000,0.5027,0.2583,0.0648,0.2116,0.0000,1.1533,0.4506,0.2668,0.4874,0.1424,0.0944
3,WEEKDAY,13,0.0006,0.5405,0.2640,0.0612,0.2112,0.0000,1.1532,0.4328,0.2632,0.4863,0.1422,0.0942
3,WEEKDAY,14,0.0000,0.5780,0.2729,0.0613,0.2086,0.0000,1.1377,0.3883,0.2486,0.4720,0.1393,0.0916
3,WEEKDAY,15,0.0000,0.5680,0.2680,0.0599,0.2029,0.0000,1.0539,0.2865,0.2363,0.4233,0.1293,0.0826
3,WEEKDAY,16,0.0000,0.5385,0.2576,0.0656,0.1982,0.0000,0.9848,0.2542,0.2204,0.3720,0.1188,0.0732
3,WEEKDAY,17,0.0013,0.4775,0.2431,0.0707,0.1927,0.0000,0.7857,0.2370,0.1983,0.3153,0.1066,0.0627
3,WEEKDAY,18,0.0002,0.3098,0.2089,0.0646,0.1871,0.3223,0.7430,0.2022,0.1772,0.2361,0.0890,0.0480
3,WEEKDAY,19,0.0016,0.2223,0.2055,0.0526,0.1816,0.4201,0.6987,0.1518,0.1607,0.1509,0.0693,0.0321
3,WEEKDAY,20,0.0020,0.1568,0.1936,0.0462,0.1757,0.4201,0.6604,0.0995,0.1477,0.1041,0.0568,0.0232
3,WEEKDAY,21,0.0044,0.0633,0.1861,0.0395,0.1728,0.4201,0.5336,0.0839,0.1334,0.0975,0.0489,0.0212
3,WEEKDAY,22,0.0125,0.0080,0.1810,0.0252,0.1713,0.4201,0.4131,0.0742,0.1100,0.0975,0.0399,0.0202
3,WEEKDAY,23,0.0175,0.0000,0.1808,0.0076,0.1703,0.4201,0.3529,0.0588,0.0895,0.0975,0.0289,0.0189
3,SATURDAY,0,0.0272,0.0000,0.1711,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SATURDAY,1,0.0284,0.0000,0.1339,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SATURDAY,2,0.0304,0.0000,0.1711,0.0000,0.1693,0.4201,0.3529,0.0416,0.0796,0.0975,0.0234,0.0183
3,SATURDAY,3,0.0362,0.0000,0.1339,0.0002,0.1693,0.4201,0.3529,0.0431,0.0798,0.0975,0.0234,0.0183
3,SATURDAY,4,0.0373,0.0000,0.1154,0.0024,0.1693,0.3223,0.3529,0.0478,0.0817,0.0975,0.0240,0.0184
3,SATURDAY,5,0.0380,0.0000,0.1339,0.0092,0.1695,0.3223,0.3529,0.0530,0.0855,0.0975,0.0255,0.0185
3,SATURDAY,6,0.0372,0.0000,0.1154,0.0122,0.1697,0.0000,0.6842,0.0589,0.0916,0.0975,0.0282,0.0188
3,SATURDAY,7,0.0308,0.0000,0.1711,0.0125,0.1698,0.0000,0.7745,0.0638,0.0991,0.0975,0.0312,0.0192
3,SATURDAY,8,0.0177,0.0012,0.1993,0.0120,0.1700,0.0000,0.8046,0.0675,0.1028,0.0975,0.0327,0.0194
3,SATURDAY,9,0.0102,0.0833,0.2017,0.0118,0.1702,0.0000,0.8046,0.0701,0.1038,0.0975,0.0331,0.0194
3,SATURDAY,10,0.0020,0.0954,0.2131,0.0123,0.1702,0.0000,0.8046,0.0713,0.1039,0.0975,0.0332,0.0194
3,SATURDAY,11,0.0007,0.2261,0.2166,0.0131,0.1703,0.0000,0.8046,0.0715,0.1039,0.0975,0.0332,0.0194
3,SATURDAY,12,0.0019,0.2891,0.2213,0.0132,0.1704,0.0000,0.8046,0.0715,0.1039,0.0975,0.0332,0.0194
3,SATURDAY,13,0.0000,0.3427,0.2246,0.0122,0.1704,0.0000,0.8046,0.0715,0.1038,0.0975,0.0332,0.0194
3,SATURDAY,14,0.0000,0.3982,0.2423,0.0116,0.1706,0.0000,0.8046,0.0706,0.1023,0.0975,0.0329,0.0194
3,SATURDAY,15,0.0000,0.3647,0.2279,0.0121,0.1705,0.0000,0.8046,0.0653,0.0986,0.0975,0.0320,0.0193
3,SATURDAY,16,0.0000,0.3492,0.2220,0.0154,0.1703,0.0000,0.8046,0.0584,0.0952,0.0975,0.0302,0.0191
3,SATURDAY,17,0.0009,0.3111,0.1846,0.0160,0.1701,0.0000,0.6540,0.0532,0.0907,0.0975,0.0272,0.0187
3,SATURDAY,18,0.0013,0.1885,0.2010,0.0129,0.1699,0.3223,0.6540,0.0481,0.0839,0.0975,0.0247,0.0185
3,SATURDAY,19,0.0064,0.0853,0.1807,0.0114,0.1697,0.4201,0.6540,0.0433,0.0801,0.0975,0.0235,0.0183
3,SATURDAY,20,0.0066,0.0773,0.1807,0.0095,0.1696,0.4201,0.6540,0.0416,0.0796,0.0975,0.0234,0.0183
3,SATURDAY,21,0.0079,0.0726,0.1711,0.0059,0.1695,0.4201,0.5336,0.0415,0.0796,0.0975,0.0234,0.0183
3,SATURDAY,22,0.0156,0.0000,0.1525,0.0015,0.1695,0.4201,0.4131,0.0415,0.0796,0.0975,0.0234,0.0183
3,SATURDAY,23,0.0263,0.0000,0.1339,0.0001,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,0,0.0000,0.0000,0.0232,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,1,0.0000,0.0000,0.0000,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,2,0.0000,0.0000,0.0232,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,3,0.0000,0.0000,0.0000,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,4,0.0000,0.0000,0.0000,0.0000,0.1693,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,5,0.0000,0.0000,0.0000,0.0000,0.1694,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,6,0.0000,0.0000,0.0000,0.0000,0.1693,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,7,0.0000,0.0000,0.0696,0.0000,0.1693,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,8,0.0000,0.0000,0.0464,0.0000,0.1693,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,9,0.0000,0.0000,0.1048,0.0000,0.1695,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,10,0.0000,0.0000,0.1048,0.0000,0.1695,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,11,0.0000,0.0420,0.1048,0.0000,0.1696,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,12,0.0000,0.0444,0.0816,0.0000,0.1697,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,13,0.0000,0.0899,0.0816,0.0000,0.1697,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,14,0.0000,0.0922,0.1048,0.0000,0.1699,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,15,0.0000,0.0964,0.0936,0.0000,0.1699,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,16,0.0000,0.0868,0.0936,0.0000,0.1698,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,17,0.0000,0.0414,0.0696,0.0000,0.1698,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,18,0.0000,0.0384,0.0696,0.0000,0.1697,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,19,0.0000,0.0000,0.0696,0.0000,0.1696,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,20,0.0000,0.0000,0.0696,0.0000,0.1696,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,21,0.0000,0.0000,0.0464,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,22,0.0000,0.0000,0.0464,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,SUNDAY,23,0.0000,0.0000,0.0232,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,0,0.0000,0.0000,0.0928,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,1,0.0000,0.0000,0.0928,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,2,0.0000,0.0000,0.0928,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,3,0.0000,0.0000,0.0928,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,4,0.0000,0.0000,0.0928,0.0000,0.1693,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,5,0.0000,0.0000,0.0928,0.0000,0.1694,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,6,0.0000,0.0000,0.0928,0.0000,0.1693,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,7,0.0000,0.0000,0.0928,0.0000,0.1693,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,8,0.0000,0.0000,0.1408,0.0000,0.1693,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,9,0.0000,0.1770,0.1408,0.0000,0.1695,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,10,0.0000,0.1961,0.1408,0.0000,0.1695,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,11,0.0000,0.2414,0.1408,0.0000,0.1696,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,12,0.0000,0.2864,0.1408,0.0000,0.1697,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,13,0.0000,0.3366,0.1408,0.0000,0.1697,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,14,0.0000,0.3555,0.1408,0.0000,0.1699,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,15,0.0000,0.3687,0.1408,0.0000,0.1699,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,16,0.0000,0.3593,0.1408,0.0000,0.1698,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,17,0.0000,0.3140,0.1408,0.0000,0.1698,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,18,0.0000,0.2613,0.1408,0.0000,0.1697,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,19,0.0000,0.2066,0.1408,0.0000,0.1696,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,20,0.0000,0.1767,0.1408,0.0000,0.1696,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,21,0.0000,0.1543,0.0928,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,22,0.0000,0.0000,0.0928,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
3,HOLIDAY,23,0.0000,0.0000,0.0928,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,WEEKDAY,0,0.0102,0.0342,0.1898,0.0003,0.1696,0.4201,0.3542,0.0446,0.0803,0.1003,0.0241,0.0188
4,WEEKDAY,1,0.0213,0.0357,0.1919,0.0010,0.1706,0.4201,0.3627,0.0604,0.0833,0.1183,0.0276,0.0221
4,WEEKDAY,2,0.0179,0.0166,0.1875,0.0043,0.1725,0.4201,0.3795,0.0864,0.0892,0.1452,0.0334,0.0271
4,WEEKDAY,3,0.0221,0.0058,0.1965,0.0167,0.1757,0.3456,0.4024,0.1209,0.0996,0.1782,0.0419,0.0333
4,WEEKDAY,4,0.0275,0.0243,0.2285,0.0427,0.1807,0.3223,0.4402,0.1641,0.1160,0.2216,0.0542,0.0417
4,WEEKDAY,5,0.0227,0.0388,0.2377,0.0592,0.1876,0.3223,0.7592,0.2162,0.1407,0.2856,0.0723,0.0540
4,WEEKDAY,6,0.0157,0.0732,0.2379,0.0618,0.1958,0.0767,0.9769,0.2817,0.1825,0.3859,0.1009,0.0734
4,WEEKDAY,7,0.0094,0.2024,0.2394,0.0593,0.2031,0.0000,1.0906,0.3583,0.2311,0.4557,0.1273,0.0876
4,WEEKDAY,8,0.0019,0.3455,0.2478,0.0601,0.2083,0.0000,1.1405,0.4214,0.2592,0.4818,0.1395,0.0932
4,WEEKDAY,9,0.0000,0.4632,0.2640,0.0638,0.2108,0.0000,1.1522,0.4479,0.2664,0.4870,0.1422,0.0943
4,WEEKDAY,10,0.0005,0.5545,0.2810,0.0658,0.2115,0.0000,1.1533,0.4529,0.2671,0.4874,0.1424,0.0944
4,WEEKDAY,11,0.0012,0.6232,0.2926,0.0651,0.2117,0.0000,1.1533,0.4517,0.2669,0.4874,0.1424,0.0944
4,WEEKDAY,12,0.0000,0.6782,0.2977,0.0621,0.2114,0.0000,1.1532,0.4393,0.2641,0.4866,0.1422,0.0942
4,WEEKDAY,13,0.0000,0.7196,0.3100,0.0613,0.2094,0.0000,1.1414,0.4002,0.2521,0.4754,0.1400,0.0922
4,WEEKDAY,14,0.0000,0.7440,0.3093,0.0602,0.2044,0.0000,1.0739,0.3128,0.2392,0.4349,0.1317,0.0848
4,WEEKDAY,15,0.0000,0.7384,0.3022,0.0643,0.1995,0.0000,1.0012,0.2640,0.2242,0.3842,0.1213,0.0755
4,WEEKDAY,16,0.0000,0.7027,0.2836,0.0695,0.1941,0.0000,0.8331,0.2417,0.2035,0.3288,0.1095,0.0652
4,WEEKDAY,17,0.0000,0.6123,0.2566,0.0661,0.1885,0.0000,0.7531,0.2105,0.1822,0.2550,0.0932,0.0515
4,WEEKDAY,18,0.0000,0.4707,0.2339,0.0555,0.1830,0.0745,0.7092,0.1638,0.1646,0.1712,0.0740,0.0359
4,WEEKDAY,19,0.0000,0.3537,0.2300,0.0477,0.1772,0.3434,0.6695,0.1120,0.1508,0.1153,0.0598,0.0253
4,WEEKDAY,20,0.0005,0.2964,0.2190,0.0411,0.1736,0.4201,0.5638,0.0876,0.1368,0.0991,0.0508,0.0217
4,WEEKDAY,21,0.0010,0.2352,0.2109,0.0286,0.1718,0.4201,0.4418,0.0765,0.1156,0.0975,0.0421,0.0204
4,WEEKDAY,22,0.0078,0.1732,0.2040,0.0118,0.1706,0.4201,0.3673,0.0625,0.0944,0.0975,0.0315,0.0192
4,WEEKDAY,23,0.0122,0.0948,0.1943,0.0024,0.1698,0.4201,0.3529,0.0475,0.0828,0.0975,0.0251,0.0185
4,SATURDAY,0,0.0249,0.0867,0.1896,0.0000,0.1694,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SATURDAY,1,0.0255,0.0375,0.1896,0.0000,0.1693,0.4201,0.3529,0.0416,0.0796,0.0975,0.0234,0.0183
4,SATURDAY,2,0.0262,0.0000,0.1664,0.0001,0.1693,0.4201,0.3529,0.0428,0.0798,0.0975,0.0234,0.0183
4,SATURDAY,3,0.0269,0.0000,0.1664,0.0019,0.1694,0.3468,0.3529,0.0466,0.0813,0.0975,0.0238,0.0184
4,SATURDAY,4,0.0276,0.0000,0.1664,0.0075,0.1695,0.3223,0.3529,0.0517,0.0846,0.0975,0.0252,0.0185
4,SATURDAY,5,0.0274,0.0000,0.1432,0.0114,0.1697,0.3223,0.6013,0.0574,0.0901,0.0975,0.0275,0.0188
4,SATURDAY,6,0.0266,0.0007,0.1665,0.0124,0.1699,0.0806,0.7519,0.0626,0.0972,0.0975,0.0305,0.0191
4,SATURDAY,7,0.0129,0.0912,0.2021,0.0121,0.1701,0.0000,0.7971,0.0665,0.1019,0.0975,0.0324,0.0193
4,SATURDAY,8,0.0045,0.1104,0.2057,0.0118,0.1702,0.0000,0.8046,0.0694,0.1035,0.0975,0.0330,0.0194
4,SATURDAY,9,0.0018,0.1423,0.2124,0.0122,0.1703,0.0000,0.8046,0.0710,0.1039,0.0975,0.0332,0.0194
4,SATURDAY,10,0.0000,0.2756,0.2332,0.0129,0.1704,0.0000,0.8046,0.0714,0.1039,0.0975,0.0332,0.0194
4,SATURDAY,11,0.0068,0.4003,0.2512,0.0131,0.1705,0.0000,0.8046,0.0715,0.1039,0.0975,0.0332,0.0194
4,SATURDAY,12,0.0031,0.4765,0.2534,0.0124,0.1706,0.0000,0.8046,0.0715,0.1038,0.0975,0.0332,0.0194
4,SATURDAY,13,0.0000,0.5076,0.2610,0.0117,0.1707,0.0000,0.8046,0.0708,0.1026,0.0975,0.0329,0.0194
4,SATURDAY,14,0.0000,0.5389,0.2654,0.0119,0.1707,0.0000,0.8046,0.0666,0.0995,0.0975,0.0322,0.0193
4,SATURDAY,15,0.0000,0.5019,0.2610,0.0146,0.1705,0.0000,0.8046,0.0601,0.0961,0.0975,0.0306,0.0191
4,SATURDAY,16,0.0000,0.4741,0.2470,0.0158,0.1703,0.0000,0.6917,0.0545,0.0918,0.0975,0.0279,0.0188
4,SATURDAY,17,0.0000,0.4183,0.2351,0.0137,0.1701,0.0000,0.6540,0.0494,0.0856,0.0975,0.0253,0.0185
4,SATURDAY,18,0.0000,0.3578,0.2019,0.0117,0.1699,0.0733,0.6540,0.0445,0.0811,0.0975,0.0238,0.0183
4,SATURDAY,19,0.0011,0.2923,0.2016,0.0100,0.1698,0.3395,0.6540,0.0421,0.0797,0.0975,0.0234,0.0183
4,SATURDAY,20,0.0016,0.1868,0.1784,0.0068,0.1696,0.4201,0.5637,0.0415,0.0796,0.0975,0.0234,0.0183
4,SATURDAY,21,0.0080,0.1155,0.1784,0.0026,0.1696,0.4201,0.4433,0.0415,0.0796,0.0975,0.0234,0.0183
4,SATURDAY,22,0.0082,0.1031,0.2016,0.0005,0.1694,0.4201,0.3680,0.0415,0.0796,0.0975,0.0234,0.0183
4,SATURDAY,23,0.0013,0.0418,0.1058,0.0000,0.1694,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,0,0.0000,0.0386,0.0696,0.0000,0.1694,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,1,0.0000,0.0357,0.0696,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,2,0.0000,0.0000,0.0464,0.0000,0.1693,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,3,0.0000,0.0000,0.0232,0.0000,0.1693,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,4,0.0000,0.0000,0.0464,0.0000,0.1694,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,5,0.0000,0.0000,0.0232,0.0000,0.1694,0.3223,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,6,0.0000,0.0000,0.0696,0.0000,0.1695,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,7,0.0000,0.0431,0.1048,0.0000,0.1695,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,8,0.0000,0.0518,0.1048,0.0000,0.1696,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,9,0.0000,0.0676,0.1056,0.0000,0.1697,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,10,0.0000,0.1706,0.1288,0.0000,0.1697,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,11,0.0000,0.1851,0.1288,0.0000,0.1698,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,12,0.0000,0.2074,0.1288,0.0000,0.1699,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,13,0.0000,0.2752,0.1288,0.0000,0.1700,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,14,0.0000,0.2934,0.1288,0.0000,0.1701,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,15,0.0000,0.3011,0.1288,0.0000,0.1699,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,16,0.0000,0.2651,0.1288,0.0000,0.1699,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,17,0.0000,0.2351,0.1288,0.0000,0.1698,0.0000,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,18,0.0000,0.2068,0.1168,0.0000,0.1698,0.0978,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,19,0.0000,0.1727,0.1168,0.0000,0.1697,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,20,0.0000,0.1170,0.1048,0.0000,0.1696,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,21,0.0000,0.1013,0.1048,0.0000,0.1695,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,22,0.0000,0.0554,0.0816,0.0000,0.1694,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,SUNDAY,23,0.0043,0.1407,0.1784,0.0000,0.1694,0.4201,0.3529,0.0415,0.0796,0.0975,0.0234,0.0183
4,HOLIDAY,0,0.0000,0.0000,0.1896,0.0001,0.1696,0.4201,0.3545,0.0448,0.0802,0.1012,0.0241,0.0190
4,HOLIDAY,1,0.0000,0.1781,0.1896,0.0012,0.1709,0.4201,0.3652,0.0653,0.0842,0.1236,0.0287,0.0231
4,HOLIDAY,2,0.0236,0.0000,0.1896,0.0052,0.1731,0.4201,0.3840,0.0930,0.0907,0.1519,0.0348,0.0283
4,HOLIDAY,3,0.0235,0.0014,0.1896,0.0202,0.1766,0.3223,0.4081,0.1296,0.1024,0.1864,0.0441,0.0349
4,HOLIDAY,4,0.0236,0.0000,0.2376,0.0497,0.1820,0.3223,0.4502,0.1749,0.1203,0.2326,0.0574,0.0438
4,HOLIDAY,5,0.0053,0.0000,0.2376,0.0621,0.1894,0.3223,0.8557,0.2292,0.1471,0.3022,0.0770,0.0572
4,HOLIDAY,6,0.0000,0.0000,0.2378,0.0617,0.1978,0.0000,1.0148,0.2982,0.1936,0.4120,0.1084,0.0784
4,HOLIDAY,7,0.0000,0.1612,0.2380,0.0585,0.2048,0.0000,1.1143,0.3772,0.2428,0.4693,0.1332,0.0904
4,HOLIDAY,8,0.0000,0.1516,0.2383,0.0606,0.2094,0.0000,1.1487,0.4353,0.2643,0.4857,0.1415,0.0940
4,HOLIDAY,9,0.0000,0.1580,0.2391,0.0647,0.2113,0.0000,1.1533,0.4518,0.2671,0.4874,0.1424,0.0944
4,HOLIDAY,10,0.0000,0.3686,0.2424,0.0662,0.2116,0.0000,1.1533,0.4533,0.2671,0.4874,0.1424,0.0944
4,HOLIDAY,11,0.0000,0.3825,0.2545,0.0648,0.2117,0.0000,1.1533,0.4533,0.2668,0.4874,0.1424,0.0944
4,HOLIDAY,12,0.0000,0.3987,0.2813,0.0612,0.2113,0.0000,1.1532,0.4460,0.2632,0.4863,0.1422,0.0942
4,HOLIDAY,13,0.0000,0.4162,0.3261,0.0613,0.2088,0.0000,1.1377,0.3930,0.2486,0.4720,0.1393,0.0916
4,HOLIDAY,14,0.0000,0.4110,0.3222,0.0599,0.2030,0.0000,1.0539,0.2983,0.2363,0.4233,0.1293,0.0826
4,HOLIDAY,15,0.0000,0.4027,0.3144,0.0656,0.1984,0.0000,0.9848,0.2644,0.2204,0.3720,0.1188,0.0732
4,HOLIDAY,16,0.0000,0.3860,0.2887,0.0707,0.1928,0.0000,0.7857,0.2386,0.1983,0.3153,0.1066,0.0627
4,HOLIDAY,17,0.0000,0.0087,0.2661,0.0646,0.1872,0.0000,0.7430,0.2022,0.1772,0.2361,0.0890,0.0480
4,HOLIDAY,18,0.0000,0.0061,0.1999,0.0526,0.1817,0.0978,0.6987,0.1518,0.1607,0.1509,0.0693,0.0321
4,HOLIDAY,19,0.0000,0.0035,0.1905,0.0462,0.1758,0.4201,0.6604,0.0995,0.1477,0.1041,0.0568,0.0232
4,HOLIDAY,20,0.0053,0.0000,0.1898,0.0395,0.1729,0.4201,0.5336,0.0839,0.1334,0.0975,0.0489,0.0212
4,HOLIDAY,21,0.0080,0.0000,0.1896,0.0252,0.1714,0.4201,0.4131,0.0742,0.1100,0.0975,0.0399,0.0202
4,HOLIDAY,22,0.0337,0.0000,0.1896,0.0076,0.1704,0.4201,0.3529,0.0588,0.0895,0.0975,0.0289,0.0189
4,HOLIDAY,23,0.0354,0.0000,0.1896,0.0008,0.1696,0.4201,0.3529,0.0440,0.0807,0.0975,0.0240,0.0184
5,WEEKDAY,0,0.0019,0.2519,0.2158,0.0001,0.1697,0.4201,0.3545,0.0448,0.0802,0.1012,0.0241,0.0190
5,WEEKDAY,1,0.0022,0.2075,0.2136,0.0012,0.1710,0.4201,0.3652,0.0653,0.0842,0.1236,0.0287,0.0231
5,WEEKDAY,2,0.0047,0.1733,0.2201,0.0052,0.1732,0.4201,0.3840,0.0930,0.0907,0.1519,0.0348,0.0283
