Month,Daytype,Hour,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,17,0.1215,0.3449,0.2089,0.3469,2.0683,0.6326,1.2322,0.0722,0.1961,0.9122,0.2286
1,WEEKDAY,18,0.1081,0.3434,0.2034,0.3332,1.9590,0.7179,1.2305,0.0691,0.1771,0.8862,0.2177
1,WEEKDAY,19,0.0891,0.3417,0.1805,0.3101,1.9337,0.7179,1.1637,0.0630,0.1459,0.8472,0.2009
1,WEEKDAY,20,0.0708,0.2824,0.1313,0.2606,1.9107,0.7179,0.9495,0.0554,0.1135,0.7754,0.1768
1,WEEKDAY,21,0.0438,0.2671,0.0719,0.1958,1.8046,0.7179,0.8056,0.0493,0.0894,0.6678,0.1484
1,WEEKDAY,22,0.0388,0.2659,0.0452,0.1380,1.7908,0.7179,0.7683,0.0415,0.0703,0.4885,0.1079
1,WEEKDAY,23,0.0349,0.2640,0.0418,0.0907,1.6812,0.7179,0.7643,0.0335,0.0574,0.4235,0.0938
1,SATURDAY,0,0.0287,0.2621,0.0418,0.0816,1.6736,0.7179,0.7564,0.0253,0.0486,0.4235,0.0938
1,SATURDAY,1,0.0197,0.2541,0.0418,0.0620,1.6729,0.7179,0.7281,0.0174,0.0404,0.4235,0.0938
1,SATURDAY,2,0.0000,0.2448,0.0433,0.0340,1.6697,0.7179,0.7223,0.0127,0.0326,0.4235,0.0938
1,SATURDAY,3,0.0000,0.2457,0.0542,0.0763,1.6725,0.7179,0.7249,0.0132,0.0416,0.4235,0.0940
1,SATURDAY,4,0.0178,0.2588,0.0840,0.1743,1.6836,0.7179,0.7459,0.0211,0.0896,0.4495,0.1009
1,SATURDAY,5,0.0286,0.2636,0.1520,0.3166,1.7838,0.7179,0.8197,0.0329,0.1347,0.5275,0.1207
1,SATURDAY,6,0.0363,0.2678,0.1960,0.4733,1.7791,0.6326,0.9471,0.0462,0.1715,0.6678,0.1557
1,SATURDAY,7,0.0526,0.2800,0.2085,0.5379,1.7487,0.0000,1.1644,0.0598,0.1972,0.8208,0.1960
1,SATURDAY,8,0.0525,0.3367,0.2077,0.5508,1.7175,0.0000,1.2334,0.0688,0.2035,0.8990,0.2228
1,SATURDAY,9,0.0599,0.3381,0.2043,0.5521,1.8145,0.0000,1.2396,0.0723,0.2039,0.9122,0.2308
1,SATURDAY,10,0.0696,0.3401,0.2007,0.5520,1.8405,0.0000,1.2396,0.0730,0.2039,0.9122,0.2319
1,SATURDAY,11,0.0874,0.3423,0.1989,0.5507,1.8792,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
1,SATURDAY,12,0.1007,0.3444,0.1982,0.5362,1.9934,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
1,SATURDAY,13,0.1178,0.3461,0.1966,0.4819,2.0251,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
1,SATURDAY,14,0.1391,0.3471,0.1989,0.4155,2.1420,0.0000,1.2355,0.0730,0.2039,0.9122,0.2320
1,SATURDAY,15,0.1313,0.3472,0.2026,0.3790,2.1670,0.0000,1.2144,0.0730,0.2039,0.9122,0.2319
1,SATURDAY,16,0.1411,0.3465,0.2068,0.3596,2.0886,0.0000,1.2129,0.0729,0.2031,0.9122,0.2314
1,SATURDAY,17,0.1199,0.3453,0.2089,0.3469,2.0683,0.6326,1.2322,0.0722,0.1961,0.9122,0.2286
1,SATURDAY,18,0.1033,0.3440,0.2034,0.3332,1.9590,0.7179,1.2305,0.0691,0.1771,0.8862,0.2177
1,SATURDAY,19,0.0884,0.3425,0.1805,0.3101,1.9337,0.7179,1.1637,0.0630,0.1459,0.8472,0.2009
1,SATURDAY,20,0.0689,0.2837,0.1313,0.2606,1.9107,0.7179,0.9495,0.0554,0.1135,0.7754,0.1768
1,SATURDAY,21,0.0430,0.2679,0.0719,0.1958,1.8046,0.7179,0.8056,0.0493,0.0894,0.6678,0.1484
1,SATURDAY,22,0.0399,0.2667,0.0452,0.1380,1.7908,0.7179,0.7683,0.0415,0.0703,0.4885,0.1079
1,SATURDAY,23,0.0342,0.2648,0.0418,0.0907,1.6812,0.7179,0.7643,0.0335,0.0574,0.4235,0.0938
1,SUNDAY,0,0.0275,0.2615,0.0418,0.0619,1.6732,0.7179,0.7563,0.0246,0.0450,0.4235,0.0938
1,SUNDAY,1,0.0145,0.2535,0.0418,0.0414,1.6723,0.7179,0.7276,0.0165,0.0359,0.4235,0.0938
1,SUNDAY,2,0.0000,0.2447,0.0433,0.0340,1.6696,0.7179,0.7223,0.0127,0.0326,0.4235,0.0938
1,SUNDAY,3,0.0080,0.2489,0.0542,0.1144,1.6754,0.7179,0.7309,0.0189,0.0655,0.4235,0.0940
1,SUNDAY,4,0.0236,0.2624,0.0840,0.1965,1.6861,0.7179,0.7733,0.0291,0.1020,0.4495,0.1009
1,SUNDAY,5,0.0277,0.2648,0.1520,0.3248,1.7856,0.7179,0.8276,0.0400,0.1382,0.5275,0.1207
1,SUNDAY,6,0.0374,0.2684,0.1960,0.4759,1.7804,0.6326,0.9481,0.0510,0.1723,0.6678,0.1557
1,SUNDAY,7,0.0468,0.2805,0.2085,0.5382,1.7497,0.0000,1.1645,0.0624,0.1973,0.8208,0.1960
1,SUNDAY,8,0.0526,0.3370,0.2077,0.5508,1.7182,0.0000,1.2334,0.0696,0.2035,0.8990,0.2228
1,SUNDAY,9,0.0580,0.3380,0.2043,0.5521,1.8148,0.0000,1.2396,0.0724,0.2039,0.9122,0.2308
1,SUNDAY,10,0.0653,0.3391,0.2007,0.5520,1.8405,0.0000,1.2396,0.0730,0.2039,0.9122,0.2319
1,SUNDAY,11,0.0741,0.3407,0.1989,0.5504,1.8792,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
1,SUNDAY,12,0.0845,0.3421,0.1982,0.5352,1.9934,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
1,SUNDAY,13,0.0980,0.3431,0.1966,0.4784,2.0251,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
1,SUNDAY,14,0.1087,0.3440,0.1989,0.4084,2.1420,0.0000,1.2355,0.0730,0.2039,0.9122,0.2320
1,SUNDAY,15,0.1118,0.3444,0.2026,0.3690,2.1670,0.0000,1.2144,0.0730,0.2039,0.9122,0.2319
1,SUNDAY,16,0.1134,0.3440,0.2068,0.3478,2.0886,0.0000,1.2129,0.0729,0.2031,0.9122,0.2314
1,SUNDAY,17,0.1030,0.3429,0.2089,0.3342,2.0683,0.6326,1.2322,0.0722,0.1961,0.9122,0.2286
1,SUNDAY,18,0.0909,0.3417,0.2034,0.3197,1.9589,0.7179,1.2304,0.0691,0.1771,0.8862,0.2177
1,SUNDAY,19,0.0752,0.3402,0.1805,0.2961,1.9337,0.7179,1.1637,0.0630,0.1458,0.8472,0.2009
1,SUNDAY,20,0.0597,0.2817,0.1313,0.2461,1.9107,0.7179,0.9495,0.0554,0.1132,0.7754,0.1768
1,SUNDAY,21,0.0364,0.2661,0.0719,0.1806,1.8044,0.7179,0.8056,0.0492,0.0887,0.6678,0.1484
1,SUNDAY,22,0.0344,0.2650,0.0452,0.1220,1.7906,0.7179,0.7683,0.0413,0.0687,0.4885,0.1079
1,SUNDAY,23,0.0293,0.2631,0.0418,0.0734,1.6809,0.7179,0.7643,0.0330,0.0547,0.4235,0.0938
1,HOLIDAY,0,0.0287,0.2627,0.0418,0.0816,1.6736,0.7179,0.7564,0.0253,0.0486,0.4235,0.0938
1,HOLIDAY,1,0.0233,0.2580,0.0418,0.0620,1.6729,0.7179,0.7281,0.0174,0.0404,0.4235,0.0938
1,HOLIDAY,2,0.0000,0.2445,0.0433,0.0325,1.6697,0.7179,0.7223,0.0127,0.0326,0.4235,0.0938
1,HOLIDAY,3,0.0000,0.2470,0.0542,0.0652,1.6724,0.7179,0.7239,0.0131,0.0405,0.4235,0.0938
1,HOLIDAY,4,0.0179,0.2601,0.0840,0.1480,1.6831,0.7179,0.7389,0.0205,0.0809,0.4495,0.0993
1,HOLIDAY,5,0.0302,0.2653,0.1520,0.2519,1.7826,0.7179,0.7960,0.0315,0.1134,0.5275,0.1158
1,HOLIDAY,6,0.0403,0.2708,0.1960,0.2890,1.7770,0.6326,0.8498,0.0430,0.1339,0.6678,0.1456
1,HOLIDAY,7,0.0561,0.2717,0.2085,0.2990,1.7449,0.0000,0.9267,0.0525,0.1455,0.8208,0.1781
1,HOLIDAY,8,0.0633,0.3287,0.2077,0.2996,1.7121,0.0000,0.9491,0.0577,0.1482,0.8990,0.1947
1,HOLIDAY,9,0.0850,0.3307,0.2043,0.2996,1.8080,0.0000,0.9511,0.0592,0.1484,0.9122,0.1975
1,HOLIDAY,10,0.1044,0.3325,0.2007,0.2996,1.8333,0.0000,0.9511,0.0595,0.1484,0.9122,0.1975
1,HOLIDAY,11,0.1443,0.3351,0.1989,0.2989,1.8718,0.0000,0.9511,0.0595,0.1484,0.9122,0.1975
1,HOLIDAY,12,0.2067,0.3375,0.1982,0.2927,1.9859,0.0000,0.9511,0.0595,0.1484,0.9122,0.1975
1,HOLIDAY,13,0.3286,0.3395,0.1966,0.2687,2.0176,0.0000,0.9511,0.0595,0.1484,0.9122,0.1975
1,HOLIDAY,14,0.3679,0.3408,0.1989,0.2348,2.1346,0.0000,0.9497,0.0595,0.1484,0.9122,0.1975
1,HOLIDAY,15,0.3768,0.3416,0.2026,0.2144,2.1598,0.0000,0.9422,0.0595,0.1484,0.9122,0.1975
1,HOLIDAY,16,0.2851,0.3407,0.2068,0.2034,2.0815,0.0000,0.9407,0.0594,0.1480,0.9122,0.1975
1,HOLIDAY,17,0.2424,0.3395,0.2089,0.1964,2.0614,0.6326,0.9464,0.0593,0.1449,0.9122,0.1975
1,HOLIDAY,18,0.2077,0.3379,0.2034,0.1917,1.9531,0.7179,0.9460,0.0585,0.1359,0.8862,0.1920
1,HOLIDAY,19,0.1708,0.3362,0.1805,0.1854,1.9294,0.7179,0.9247,0.0565,0.1200,0.8472,0.1837
1,HOLIDAY,20,0.1337,0.2771,0.1313,0.1775,1.9082,0.7179,0.8522,0.0531,0.1014,0.7754,0.1685
1,HOLIDAY,21,0.0868,0.2705,0.0719,0.1635,1.8032,0.7179,0.7860,0.0486,0.0855,0.6678,0.1456
1,HOLIDAY,22,0.0683,0.2691,0.0452,0.1340,1.7903,0.7179,0.7667,0.0415,0.0698,0.4885,0.1076
1,HOLIDAY,23,0.0535,0.2674,0.0418,0.0907,1.6811,0.7179,0.7643,0.0335,0.0574,0.4235,0.0938
2,WEEKDAY,0,0.0357,0.2636,0.0429,0.0816,1.7224,0.7179,0.7564,0.0253,0.0486,0.4235,0.0938
2,WEEKDAY,1,0.0236,0.2608,0.0429,0.0620,1.7166,0.7179,0.7281,0.0174,0.0404,0.4235,0.0938
2,WEEKDAY,2,0.0064,0.2479,0.0444,0.0340,1.7120,0.7179,0.7223,0.0127,0.0326,0.4235,0.0938
2,WEEKDAY,3,0.0012,0.2462,0.0555,0.0763,1.7118,0.7179,0.7249,0.0132,0.0416,0.4235,0.0940
2,WEEKDAY,4,0.0199,0.2580,0.0862,0.1743,1.7216,0.7179,0.7459,0.0211,0.0896,0.4495,0.1009
2,WEEKDAY,5,0.0290,0.2640,0.1559,0.3166,1.8229,0.7179,0.8197,0.0329,0.1347,0.5275,0.1207
2,WEEKDAY,6,0.0438,0.2690,0.2011,0.4733,1.8190,0.6326,0.9471,0.0462,0.1715,0.6678,0.1557
2,WEEKDAY,7,0.0563,0.2814,0.2139,0.5379,1.7925,0.0000,1.1644,0.0598,0.1972,0.8208,0.1960
2,WEEKDAY,8,0.0653,0.3387,0.2131,0.5508,1.7884,0.0000,1.2334,0.0688,0.2035,0.8990,0.2228
2,WEEKDAY,9,0.0816,0.3408,0.2096,0.5521,1.9049,0.0000,1.2396,0.0723,0.2039,0.9122,0.2308
2,WEEKDAY,10,0.1078,0.3433,0.2059,0.5520,1.9360,0.0000,1.2396,0.0730,0.2039,0.9122,0.2319
2,WEEKDAY,11,0.1421,0.3461,0.2040,0.5507,1.9726,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,WEEKDAY,12,0.1968,0.3487,0.2033,0.5362,2.0905,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,WEEKDAY,13,0.2321,0.3506,0.2017,0.4819,2.1186,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,WEEKDAY,14,0.2627,0.3518,0.2041,0.4155,2.2338,0.0000,1.2355,0.0730,0.2039,0.9122,0.2320
2,WEEKDAY,15,0.2669,0.3521,0.2079,0.3790,2.2552,0.0000,1.2144,0.0730,0.2039,0.9122,0.2319
2,WEEKDAY,16,0.2693,0.3516,0.2121,0.3596,2.1756,0.0000,1.2129,0.0729,0.2031,0.9122,0.2314
2,WEEKDAY,17,0.2320,0.3500,0.2143,0.3469,2.1685,0.0901,1.2322,0.0722,0.1961,0.9122,0.2286
2,WEEKDAY,18,0.1941,0.3483,0.2087,0.3332,2.0498,0.7179,1.2305,0.0691,0.1771,0.8862,0.2177
2,WEEKDAY,19,0.1614,0.3463,0.1852,0.3101,2.0211,0.7179,1.1637,0.0630,0.1459,0.8472,0.2009
2,WEEKDAY,20,0.1315,0.2873,0.1347,0.2606,1.9930,0.7179,0.9495,0.0554,0.1135,0.7754,0.1768
2,WEEKDAY,21,0.0833,0.2705,0.0738,0.1958,1.8750,0.7179,0.8056,0.0493,0.0894,0.6678,0.1484
2,WEEKDAY,22,0.0678,0.2690,0.0463,0.1380,1.8556,0.7179,0.7683,0.0415,0.0703,0.4885,0.1079
2,WEEKDAY,23,0.0515,0.2670,0.0429,0.0907,1.7359,0.7179,0.7643,0.0335,0.0574,0.4235,0.0938
2,SATURDAY,0,0.0345,0.2628,0.0429,0.0816,1.7224,0.7179,0.7564,0.0253,0.0486,0.4235,0.0938
2,SATURDAY,1,0.0249,0.2555,0.0429,0.0620,1.7166,0.7179,0.7281,0.0174,0.0404,0.4235,0.0938
2,SATURDAY,2,0.0082,0.2620,0.0444,0.0340,1.7120,0.7179,0.7223,0.0127,0.0326,0.4235,0.0938
2,SATURDAY,3,0.0076,0.2484,0.0555,0.0763,1.7118,0.7179,0.7249,0.0132,0.0416,0.4235,0.0940
2,SATURDAY,4,0.0164,0.2553,0.0862,0.1743,1.7216,0.7179,0.7459,0.0211,0.0896,0.4495,0.1009
2,SATURDAY,5,0.0267,0.2630,0.1559,0.3166,1.8229,0.7179,0.8197,0.0329,0.1347,0.5275,0.1207
2,SATURDAY,6,0.0435,0.2693,0.2011,0.4733,1.8190,0.6326,0.9471,0.0462,0.1715,0.6678,0.1557
2,SATURDAY,7,0.0588,0.2806,0.2139,0.5379,1.7925,0.0000,1.1644,0.0598,0.1972,0.8208,0.1960
2,SATURDAY,8,0.0636,0.3381,0.2131,0.5508,1.7884,0.0000,1.2334,0.0688,0.2035,0.8990,0.2228
2,SATURDAY,9,0.0753,0.3400,0.2096,0.5521,1.9049,0.0000,1.2396,0.0723,0.2039,0.9122,0.2308
2,SATURDAY,10,0.0976,0.3425,0.2059,0.5520,1.9360,0.0000,1.2396,0.0730,0.2039,0.9122,0.2319
2,SATURDAY,11,0.1243,0.3453,0.2040,0.5507,1.9726,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,SATURDAY,12,0.1603,0.3475,0.2033,0.5362,2.0905,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,SATURDAY,13,0.1910,0.3494,0.2017,0.4819,2.1186,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,SATURDAY,14,0.2033,0.3505,0.2041,0.4155,2.2338,0.0000,1.2355,0.0730,0.2039,0.9122,0.2320
2,SATURDAY,15,0.2069,0.3507,0.2079,0.3790,2.2552,0.0000,1.2144,0.0730,0.2039,0.9122,0.2319
2,SATURDAY,16,0.2035,0.3500,0.2121,0.3596,2.1756,0.0000,1.2129,0.0729,0.2031,0.9122,0.2314
2,SATURDAY,17,0.1796,0.3483,0.2143,0.3469,2.1685,0.0901,1.2322,0.0722,0.1961,0.9122,0.2286
2,SATURDAY,18,0.1506,0.3464,0.2087,0.3332,2.0498,0.7179,1.2305,0.0691,0.1771,0.8862,0.2177
2,SATURDAY,19,0.1242,0.3444,0.1852,0.3101,2.0211,0.7179,1.1637,0.0630,0.1459,0.8472,0.2009
2,SATURDAY,20,0.0980,0.2854,0.1347,0.2606,1.9930,0.7179,0.9495,0.0554,0.1135,0.7754,0.1768
2,SATURDAY,21,0.0558,0.2688,0.0738,0.1958,1.8750,0.7179,0.8056,0.0493,0.0894,0.6678,0.1484
2,SATURDAY,22,0.0446,0.2675,0.0463,0.1380,1.8556,0.7179,0.7683,0.0415,0.0703,0.4885,0.1079
2,SATURDAY,23,0.0364,0.2653,0.0429,0.0907,1.7359,0.7179,0.7643,0.0335,0.0574,0.4235,0.0938
2,SUNDAY,0,0.0293,0.2623,0.0429,0.0619,1.7220,0.7179,0.7563,0.0246,0.0450,0.4235,0.0938
2,SUNDAY,1,0.0160,0.2544,0.0429,0.0414,1.7160,0.7179,0.7276,0.0165,0.0359,0.4235,0.0938
2,SUNDAY,2,0.0000,0.2585,0.0444,0.0340,1.7119,0.7179,0.7223,0.0127,0.0326,0.4235,0.0938
2,SUNDAY,3,0.0000,0.2461,0.0555,0.1144,1.7147,0.7179,0.7309,0.0189,0.0655,0.4235,0.0940
2,SUNDAY,4,0.0244,0.2625,0.0862,0.1965,1.7241,0.7179,0.7733,0.0291,0.1020,0.4495,0.1009
2,SUNDAY,5,0.0366,0.2657,0.1559,0.3248,1.8247,0.7179,0.8276,0.0400,0.1382,0.5275,0.1207
2,SUNDAY,6,0.0396,0.2693,0.2011,0.4759,1.8204,0.6326,0.9481,0.0510,0.1723,0.6678,0.1557
2,SUNDAY,7,0.0502,0.2809,0.2139,0.5382,1.7935,0.0000,1.1645,0.0624,0.1973,0.8208,0.1960
2,SUNDAY,8,0.0574,0.3377,0.2131,0.5508,1.7891,0.0000,1.2334,0.0696,0.2035,0.8990,0.2228
2,SUNDAY,9,0.0676,0.3397,0.2096,0.5521,1.9051,0.0000,1.2396,0.0724,0.2039,0.9122,0.2308
2,SUNDAY,10,0.0804,0.3418,0.2059,0.5520,1.9360,0.0000,1.2396,0.0730,0.2039,0.9122,0.2319
2,SUNDAY,11,0.0973,0.3443,0.2040,0.5504,1.9726,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,SUNDAY,12,0.1209,0.3462,0.2033,0.5352,2.0905,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,SUNDAY,13,0.1501,0.3476,0.2017,0.4784,2.1186,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,SUNDAY,14,0.1668,0.3485,0.2041,0.4084,2.2338,0.0000,1.2355,0.0730,0.2039,0.9122,0.2320
2,SUNDAY,15,0.1679,0.3488,0.2079,0.3690,2.2552,0.0000,1.2144,0.0730,0.2039,0.9122,0.2319
2,SUNDAY,16,0.1719,0.3483,0.2121,0.3478,2.1756,0.0000,1.2129,0.0729,0.2031,0.9122,0.2314
2,SUNDAY,17,0.1498,0.3468,0.2143,0.3342,2.1685,0.0901,1.2322,0.0722,0.1961,0.9122,0.2286
2,SUNDAY,18,0.1288,0.3453,0.2087,0.3197,2.0497,0.7179,1.2304,0.0691,0.1771,0.8862,0.2177
2,SUNDAY,19,0.1082,0.3435,0.1852,0.2961,2.0210,0.7179,1.1637,0.0630,0.1458,0.8472,0.2009
2,SUNDAY,20,0.0828,0.2847,0.1347,0.2461,1.9930,0.7179,0.9495,0.0554,0.1132,0.7754,0.1768
2,SUNDAY,21,0.0495,0.2682,0.0738,0.1806,1.8748,0.7179,0.8056,0.0492,0.0887,0.6678,0.1484
2,SUNDAY,22,0.0421,0.2669,0.0463,0.1220,1.8555,0.7179,0.7683,0.0413,0.0687,0.4885,0.1079
2,SUNDAY,23,0.0355,0.2648,0.0429,0.0734,1.7357,0.7179,0.7643,0.0330,0.0547,0.4235,0.0938
2,HOLIDAY,0,0.0251,0.2610,0.0429,0.0816,1.7224,0.7179,0.7564,0.0253,0.0486,0.4235,0.0938
2,HOLIDAY,1,0.0000,0.2444,0.0429,0.0620,1.7166,0.7179,0.7281,0.0174,0.0404,0.4235,0.0938
2,HOLIDAY,2,0.0000,0.2445,0.0444,0.0340,1.7120,0.7179,0.7223,0.0127,0.0326,0.4235,0.0938
2,HOLIDAY,3,0.0000,0.2443,0.0555,0.0763,1.7118,0.7179,0.7249,0.0132,0.0416,0.4235,0.0940
2,HOLIDAY,4,0.0000,0.2449,0.0862,0.1743,1.7216,0.7179,0.7459,0.0211,0.0896,0.4495,0.1009
2,HOLIDAY,5,0.0216,0.2624,0.1559,0.3166,1.8229,0.7179,0.8197,0.0329,0.1347,0.5275,0.1207
2,HOLIDAY,6,0.0338,0.2694,0.2011,0.4733,1.8190,0.6326,0.9471,0.0462,0.1715,0.6678,0.1557
2,HOLIDAY,7,0.0411,0.2786,0.2139,0.5379,1.7925,0.0000,1.1644,0.0598,0.1972,0.8208,0.1960
2,HOLIDAY,8,0.0520,0.3365,0.2131,0.5508,1.7884,0.0000,1.2334,0.0688,0.2035,0.8990,0.2228
2,HOLIDAY,9,0.0587,0.3380,0.2096,0.5521,1.9049,0.0000,1.2396,0.0723,0.2039,0.9122,0.2308
2,HOLIDAY,10,0.0682,0.3406,0.2059,0.5520,1.9360,0.0000,1.2396,0.0730,0.2039,0.9122,0.2319
2,HOLIDAY,11,0.0780,0.3430,0.2040,0.5507,1.9726,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,HOLIDAY,12,0.0968,0.3455,0.2033,0.5362,2.0905,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,HOLIDAY,13,0.1043,0.3466,0.2017,0.4819,2.1186,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
2,HOLIDAY,14,0.1244,0.3465,0.2041,0.4155,2.2338,0.0000,1.2355,0.0730,0.2039,0.9122,0.2320
2,HOLIDAY,15,0.1062,0.3464,0.2079,0.3790,2.2552,0.0000,1.2144,0.0730,0.2039,0.9122,0.2319
2,HOLIDAY,16,0.1222,0.3458,0.2121,0.3596,2.1756,0.0000,1.2129,0.0729,0.2031,0.9122,0.2314
2,HOLIDAY,17,0.0966,0.3445,0.2143,0.3469,2.1685,0.0901,1.2322,0.0722,0.1961,0.9122,0.2286
2,HOLIDAY,18,0.0819,0.3432,0.2087,0.3332,2.0498,0.7179,1.2305,0.0691,0.1771,0.8862,0.2177
2,HOLIDAY,19,0.0758,0.3419,0.1852,0.3101,2.0211,0.7179,1.1637,0.0630,0.1459,0.8472,0.2009
2,HOLIDAY,20,0.0613,0.2831,0.1347,0.2606,1.9930,0.7179,0.9495,0.0554,0.1135,0.7754,0.1768
2,HOLIDAY,21,0.0403,0.2675,0.0738,0.1958,1.8750,0.7179,0.8056,0.0493,0.0894,0.6678,0.1484
2,HOLIDAY,22,0.0368,0.2662,0.0463,0.1380,1.8556,0.7179,0.7683,0.0415,0.0703,0.4885,0.1079
2,HOLIDAY,23,0.0338,0.2646,0.0429,0.0907,1.7359,0.7179,0.7643,0.0335,0.0574,0.4235,0.0938
3,WEEKDAY,0,0.0690,0.2659,0.0421,0.0816,1.8178,0.7179,0.7564,0.0253,0.0486,0.4235,0.0938
3,WEEKDAY,1,0.0363,0.2606,0.0421,0.0620,1.8086,0.7179,0.7281,0.0174,0.0404,0.4235,0.0938
3,WEEKDAY,2,0.0228,0.2545,0.0437,0.0340,1.7949,0.7179,0.7223,0.0127,0.0326,0.4235,0.0938
3,WEEKDAY,3,0.0186,0.2530,0.0546,0.0763,1.7907,0.7179,0.7249,0.0132,0.0416,0.4235,0.0940
3,WEEKDAY,4,0.0262,0.2585,0.0848,0.1743,1.7969,0.7179,0.7459,0.0211,0.0896,0.4495,0.1009
3,WEEKDAY,5,0.0352,0.2636,0.1533,0.3166,1.9000,0.7179,0.8197,0.0329,0.1347,0.5275,0.1207
3,WEEKDAY,6,0.0580,0.2709,0.1978,0.4733,1.8918,0.0000,0.9471,0.0462,0.1715,0.6678,0.1557
3,WEEKDAY,7,0.0774,0.2842,0.2104,0.5379,1.8948,0.0000,1.1644,0.0598,0.1972,0.8208,0.1960
3,WEEKDAY,8,0.1061,0.3421,0.2096,0.5508,1.9225,0.0000,1.2334,0.0688,0.2035,0.8990,0.2228
3,WEEKDAY,9,0.1503,0.3450,0.2062,0.5521,2.0527,0.0000,1.2396,0.0723,0.2039,0.9122,0.2308
3,WEEKDAY,10,0.2244,0.3480,0.2025,0.5520,2.0904,0.0000,1.2396,0.0730,0.2039,0.9122,0.2319
3,WEEKDAY,11,0.3019,0.3511,0.2007,0.5507,2.1277,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
3,WEEKDAY,12,0.3632,0.3539,0.2000,0.5362,2.2555,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
3,WEEKDAY,13,0.4135,0.3562,0.1984,0.4819,2.2872,0.0000,1.2396,0.0730,0.2039,0.9122,0.2320
3,WEEKDAY,14,0.4480,0.3578,0.2008,0.4155,2.4103,0.0000,1.2355,0.0730,0.2039,0.9122,0.2320
